名称,摘要
根茎类农作物收获机,本发明涉及农产品收获机械技术领域，具体地说是一种根茎类农作物收获机。长根茎农作物因其难以收获，大多采用人工作业。本发明机架两侧固定有挡板，松土机构由多根钻杆组成，并列装配在机架前段；传输机构为输送带，装配在松土机构后方的机架上，输送带的环形内侧装有振动机构；机架通过吊臂吊装在农用机械上。本发明收获机通过松土机构的钻杆旋松土壤，使土壤及作物沿钻杆上行进入输送带，在振动机构作用下，土壤松散与作物分离。本发明采用机械松土、收获，操作简便、使用方便，确保柱状长根茎类作物在挖掘过程中完好，大幅提高了山药等作物的收获效率，实现了此类农作物的机械化采收作业。
能扫落草料并利用皮带驱动的草料翻晒装置,一种能扫落草料并利用皮带驱动的草料翻晒装置，其包括执行部分和连接部分，所述执行部分用于执行翻晒操作，其包括外支撑筒体（2）、内支撑筒体（3）和六个翻动钩部件（1），并且每个翻动钩部件（1）在圆周方向上均匀地固定在所述外支撑筒体（2）的圆柱形表面上，六个所述翻动钩部件（1）在所述外支撑筒体（2）的圆柱形的圆周方向上两两相互间隔60度设置，从而使得六个所述翻动钩部件（1）在所述外支撑筒体（2）的圆柱形的圆周方向上均匀分布。
一种偏心凸轮齿杆状作物秸秆收获切碎机,发明提供一种偏心凸轮齿杆状作物秸秆收获切碎机，包括拖拉机、转筒齿杆抓拨器、螺旋绞龙、皮带输送器、切刀和料仓，在机架上设有螺旋绞龙和转筒齿杆抓拨器，在动力的带动下，转筒齿杆抓拨器转动，转筒齿杆抓拨器中心固定安装偏心凸轮，偏心凸轮形状为陀螺线状，齿杆是由滚轴、弹簧和抓拨杆组成，转筒齿杆抓拨器转动齿杆随动，齿杆从转筒伸出逐渐增长，当滚轴运动到偏心凸轮最高点时，齿杆的从转筒伸出最长，齿杆尖端勾住作物的秸秆逆时针方向转动，转筒齿杆抓拨器上设有多排齿杆，将作物的秸秆送到螺旋绞龙，螺旋绞龙分为两端，一段左旋，另一端右旋，秸秆汇集到螺旋绞龙的中间，经输送器进入切碎室，切刀将作物秸秆切碎，落入料仓。
能够震落草料并且能够升降的草料翻晒装置,一种能够震落草料并且能够升降的草料翻晒装置，其包括执行部分和连接部分，所述执行部分用于执行翻晒操作，其包括外支撑筒体（2）、内支撑筒体（3）和六个翻动钩部件（1），并且每个翻动钩部件（1）在圆周方向上均匀地固定在所述外支撑筒体（2）的圆柱形表面上，六个所述翻动钩部件（1）在所述外支撑筒体（2）的圆柱形的圆周方向上两两相互间隔60度设置，从而使得六个所述翻动钩部件（1）在所述外支撑筒体（2）的圆柱形的圆周方向上均匀分布。
一种切割摘果杆,一种切割摘果杆，包括组合型采摘杆、转轮切割机、随机电池和接果导流袋，组合型采摘杆由采摘顶杆、调节中杆和操控底杆组合而成，转轮切割机通过转轴安装在采摘顶杆的顶端，随机电池安装在操控底杆的底端，接果导流袋设有框型接果架，框型接果架与采摘顶杆连接。本实施例的组合型采摘杆与转轮切割机相配合能快速割断与果蒂连接的树枝，接果导流袋将落向地面的果实接住，并将其导入箩筐或其它装果器具内，使果农站在地面就能采摘结在果树顶部的果实，不会损坏树枝和果实，也不会发生果农受伤的事故。因此，该切割摘果杆结构合理、使用方便，能有效降低果农的劳动强度，同时提高劳动效率和劳动安全性。
灌木切割机,一种用于灌木切割机的旋转刀头。该旋转刀头具有可旋转圆柱形鼓轮，多个扁平环状轴环安装在鼓轮上。轴环通过其圆形内缘固定至轮鼓，轴环在轮鼓上等距隔开并且相对于轮鼓的旋转轴线横向地延伸。切割齿安装块安装在每对相邻轴环之间，安装块位于轴环的外缘并且在轮鼓表面上方留出空间以形成供碎片和残渣通过的间隙。安装块带有可拆卸切割齿，切割齿从安装块大体切向地向前延伸，止于轴环上方的切割刀刃。
具有提供提高的稳定性的地面工作部件的机器,带有安装于底盘两侧的两个切割单元的割草机，其具有可监测底盘的左/右倾角的倾角仪器。如果倾角值超过定义的阈值，抬升两个切割单元的更高的那个以提高稳定性。
具有操作保护的割草机及其安全开关机构,本发明公开了一种具有操作保护的割草机及其安全开关机构，其中安全开关机构，包括：通过套接构成滑动连接的内管和管套件、安装在上述管套件内的带有接触弹片的安全开关、用于在上述内管滑动时通过接触上述接触弹片而触发安全开关的触发件、用于驱使上述触发件保持不接触上述接触弹片状态的弹性件；上述安全开关、触发件和弹性件均位于上述内管的同侧；本发明的割草机在包括安全开关机构的基础上还包括：主机体和与之转动连接的中空的一级把手杆，上述主机体设有马达和控制马达的控制电路，上述管套件设置在上述一级把手杆的端头处，安全开关机构能够保证操作者的安全，在使用者意外靠近主机体时，马达自动关机，降低发生意外的可能性。
一种风冷割草机,本发明涉及一种风冷割草机，包括壳体和安装在所述壳体上且具有向下伸出动力输出轴的电机，所述动力输出轴底部连接有刀片，所述刀片的前端为刃部，所述刀片的后端设有气流提升部，所述壳体上设有出风口，所述出风口上连接有通风管，所述通风管的出口正对所述电机。本发明通过设有具有气流提升部的刀片来产生向上的气流，并通过连接在壳体上的通风管将冷空气吹拂到电机上，并且，通过刀片形成负压，当杂草位于负压之中的时候处于站立状态，方便了刀片对杂草的切割。
一种割草机油门控制机构,本发明涉及一种割草机油门控制机构，包括设在具有刀片升降机构割草机上的固定支架和铰接在所述固定支架上的拨叉式操作杆，本发明通过设置能够顺、逆时针双向转动的拨叉式操作杆来推动杠杆。当操作人员推动手柄使操作杆向一侧转动时，第一拨杆则同时推动杠杆，通过收紧连接在杠杆一端牵引杆上的油门线来达到增加发动机转速的目的，当操作人员推动操作杆向相反一侧转动时，油门线得到放松，发动机转速下降，继续向相反方向扳动手柄时，刀片升降机构控制线得到收紧，刀片升降机构开始运行，刀片得到上升或下降。而且，在调节刀片的时候，油门线得到放松，因此刀片的转速必然最慢，提高了安全性。
带套环切割器及长压草轮的低排放汽油打草机,本打草机发明节能减排，改进切割，增加保墒，美观草地花纹，改进耐用性，改进产品品质，带套环切割器及长压草轮的低排放汽油打草机的特殊切割器设有作切割刀用的套环(75)其是3个，且每个环上设有刃口；一个套环(75)装在与打草头(54)同轴心的位置上并在所述套环(75)和打草头(54)上设有一对对称的套扣(76)，在所述套扣(76)上各装有另2个所述的环上设有刃口的套环(75)以作甩切；所述有刃口的套环(75)既随切割轴作公转作砍切，又随机自转作滑切，既利于切割效果，又因自转轮换刃口而利于耐用，构思独特；汽缸加回窜片，活塞加裙边，砍垛打草钢丝线，带喉口间隙雾化化油器的低排放汽油发动机，带靠内锯齿的割刀盘，设长压草轮74压草保墒和草地压花纹；其化油器设多分叉喷嘴带喉口间隙雾化配用多种措施提升了其品质与好用性。
改进的低排放汽油打草机,改进的低排放汽油打草机，用改进的收窄左右箱座双辅通气口及扫气道口斜楔紊流回窜片以及活塞双辅裙边三者配用的低排放汽油发动机，其化油器设四分叉喷嘴(70a)利于雾化；有意想不到的减排达标效果；切割器含带有砍垛打草钢丝线(54b)的打草头(54)以钢丝线代尼龙线利于长效切割，以及切割器设有装在内防护罩(60)上的外防护罩(73)且在其外防护罩上设有其辊长等于打草直径的长压草轮(74)，其便于压草保墒和草地花纹。切割器所含有的带靠内(642)的割刀盘(64)所设有的4个伸出的刀的外周的外刃口(641)上设有多个外锯齿(64a)，且靠内锯齿(642)亦有4条，且其每条靠内锯齿(642)设多个齿，提高了切割碰硬让刀割不动的状态；提升了其品质与好用性。
带喉口间隙雾化化油器的低排放汽油割灌机,带喉口间隙雾化化油器的低排放汽油割灌机，喉口加间隙，加颤抖振动片；含带有砍垛打草钢丝线，其以钢丝线代尼龙线利于长时期高效切割；及带靠内锯齿的割刀盘利于防让刀；设多分叉喷嘴3-8个缝隙向多方向分散挤出，又由出口管上沿环周设的多个缝隙间所成的多个片往复颤抖的振动就会在加速流体与从空滤过来的气流急剧混交雾化而更利于聚合混油发散；设长压草轮74压草保墒和草地压花纹；带靠内锯齿割刀盘关键是靠内锯齿改变让刀状态；其化油器设多分叉喷嘴带喉口间隙雾化与箱座双辅通气口及扫气道口斜楔紊流回窜以及活塞双辅裙边三者配用的低排放汽油发动机提升了其品质与好用性。
割机,为了提供能够将割绳保持为适当的突出状态的割机，在旋转体（1）上卷设有树脂制的割绳（11）的割机中，旋转体（1）具备卷设割绳（11）的卷绕部件（3），卷绕部件（3）具有卷设割绳（11）的第1圆周凹槽（38）及第2圆周凹槽（39），在各凹槽（38、39）内被卷设为，割绳（11）的卷部（11d）从径向内方朝向外方排列为一列。此外，卷绕部件（3）具有从圆筒部（30）突设的上外凸缘部（31）、和直径比上外凸缘部（31）大的下外凸缘部（33），上盖部件（2）沿着外周缘具有多个下方突出状的绳突出长度调整用碰抵轴部（21），碰抵轴部（21）在下端上具有绳引导凸缘部（21a），所述绳引导凸缘部（21a）防止割绳（11）向碰抵轴部（21）的下表面（21b）与下外凸缘部（33）之间的侵入。
一种基于机器视觉的果实采摘方法及其手提式移动采摘设备,本发明公开了一种基于机器视觉的果实采摘方法，其特征在于：其包括如下步骤：（1）设置一手提式移动采摘设备，所述手提式移动采摘设备，其包括一伸缩杆、一采摘装置，一控制装置；（2）打开电源，上述的手提式移动采摘设备处于工作状态，操作者通过伸缩杆将采摘装置送到待采摘的果实附近，采摘装置上的摄像头摄取采摘头与待采摘的果实的相对位置的图像，传送给控制装置的智能图像处理芯片进行处理后，于显示屏进行显示，操作者通过调节伸缩杆使得待采摘的果实进入采摘头的采摘范围，按下控制开关，采摘头在传动机构的带动下完成果实的采摘动作，待采摘的果实进入采果网袋中。本发明还公开一种实现上述方法的手提式移动采摘设备。
一种提升式茶青采摘方法及采摘头,本发明公开了一种提升式茶青采摘方法，茶青的采摘由若干组旋转的采摘头完成，每两个采摘头为一组，同组采摘头反向旋转，旋转使采摘头之间的间隙呈“开”和“闭”状态，当采摘头之间呈“开”状态时，待采茶青被导入采摘头之间，随着相邻两个采摘头的反向旋转，采摘头之间的间隙从“开”到“闭”，采摘头的棱边夹住茶青茎部并向上提拉，实现提采。本发明还公开了一种提升式茶青采摘头，该采摘头整体为圆柱形或圆锥形，其前部为导入段，中部为夹持提采段，后部为传动段，夹持提采段的横截面为对称多齿形态，齿间齿槽为直槽或螺旋槽，每个齿的横截面为矩形或楔形。采用本发明采摘茶青具有速度快、效率高、成品色泽品相好等优点。
莲藕采收机的制造和使用方法,一种莲藕采收机的制造和使用方法，结构由气源、气条和喷枪依次相连组成。气源内的高压气体能够进入到喷枪内；喷枪由枪把、枪身和枪罩相连组成，枪把为一段T形的棍棒，枪身为一段圆台形管道，在枪身下部设有吸水管，吸水管的一端和吸水胶管相连，吸收胶管固定在浮子的下面，在枪身的下端设有枪罩，枪罩由两个呈U形的圆钢相交组成，使用时，采藕人站在船上，操纵喷枪围绕莲藕周围的淤泥做喷射运动，使淤泥混入水中，无泥的莲藕在泥浆的浮力作用下露出水面，从而完成采藕作业。
一种高效收割机,本发明涉及农机设备领域，特别涉及一种高效收割机。本发明的通过以下技术方案得以实现的：一种高效收割机，包括收割装置、脱粒装置和传送装置，其特征在于：所述脱粒装置包含滚动脱粒装置和振动脱粒装置，所述滚动脱粒装置位于所述传送装置垂直方向上方，所述振动脱粒装置与所述传送装置连接，按传送方向位于所述滚动脱粒装置的前方，所述滚动脱粒装置包含与所述收割装置相连的滚动脱粒筒，所述滚动脱粒筒包含可旋转的滚筒与可旋转且外表面设有可切碎农作物的齿片的搅动柱，所述滚筒表面上设有多个出粒孔，所述滚动脱粒筒两端分别设有供农作物进来的进口与供加工后的农作物渣体排出的出渣口。本发明的目的是提供一种高效收割机，从传统的振动脱粒变为滚动脱粒与振动脱粒结合的过程，避免设备堵塞，提升收割与脱粒效率。
成捆机,本发明涉及一种成捆机，包括机架，所述机架上设置有第一传动轴和与第一传动轴传动连接的压紧装置，所述压紧装置的一侧设置有齐禾装置，所述压紧装置的另一侧设置有打捆装置；本成捆机可以与收割机结合使用，机械整体尺寸小，操作运动灵活，使用方便。
一种联合收割机的底盘机架及具有该机架的联合收割机,一种联合收割机的底盘机架，包括多根梁、板和支撑座，梁、板、支撑座之间的连接包括卡口连接。底盘机架包括上架右纵梁、上架左纵梁、上架左中纵梁、右支撑框架梁、左支撑框架梁、上架前短梁、上架前横梁、上架前中横梁、上架后中横梁、上架后横梁、上架尾横梁、水箱支撑座、支承座板、长支撑座、短支撑座、环状部件等。本发明整体性更好，所能承受的强度也大大提高，更有利于上层部件的布置，焊接工艺相对传统机架更加简单；设置有水箱支撑座，更有利于承载加大水箱；支承座板的设置，可以一部件两用；环状部件的设置可以让收割机前部的液压油管更顺畅的通过；部分横梁的卡口设置，有利于定位，焊接工艺好，定位销的设置有利于装配。
一种甘蔗剥叶机,一种甘蔗剥叶机，由动力源、传动轮以及剥叶转轴组成，动力源连接传动轮，传动轮连接剥叶转轴，所述剥叶转轴为两组或多组对立放置，所述剥叶转轴上装多个弹性粗面圆柱凹轮、间插软性扫式拔轮和拔刀。采用本发明能够因甘蔗的大小或其弯曲度自动调整距离，以保证其有充分的接触面。甘蔗叶被切碎摔落地上，以便用作有机肥料，回复农田。
一种紧凑型履带联合收割机,本发明公开了一种紧凑型履带联合收割机，包括割台、脱粒仓及集风罩，脱粒仓内安装脱粒滚、筛板，及底部的输粒搅龙，输粒搅龙的端头安装提升装置，脱粒仓前侧板上设置吹风口，往复振动筛倾斜安装，前端设置在脱粒仓下部，尾端倾斜向上，往复振动筛下方安装后侧板，往复振动筛尾端之后设置回收槽和排草通道，回收槽底部安装回收搅龙，回收搅龙端头安装回收装置，排草通道连接出风口。本发明具有体积小，结构紧凑，清选效果好的特点，有利于履带联合收割机的轻简化，可提高收割机的机动能力和工作适应性，尤其适合在小型履带联合收割机中采用。
一种甜菜挖掘装置,本发明涉及一种甜菜挖掘装置，其特征在于：它包括机架、组合式挖掘部件和传动系统；机架包括第一、第二横向梁之间的第三横向梁，第一、第二纵向梁；组合式挖掘部件包括圆盘轮轴臂架，圆盘轮轴臂架的一端连接第三横向梁，另一端连接两条连接轴，两条连接轴的另一端均连接一圆盘；两纵向梁位于第一横向梁一侧的下方分别设置有一偏心轮，两偏心轮通过第一传动轴连接；第一传动轴上设置有挖掘铲，挖掘铲位于两圆盘之间的斜下方；传动系统包括设置在第二横向梁上的齿轮箱，其输入端连接动力装置，输出端分别连接第二传动轴和齿轮油泵；第二传动轴通过链轮传动装置带动偏心轮转动；齿轮油泵的输入端连接油箱，输出端连接液压马达，液压马达的动力输出端连接两圆盘中的其中一个圆盘。
一种玉米收获机的拉禾机构,一种玉米收获机的拉禾机构。安装在玉米收获机割台的前部，在摘穗辊的首端安装蜗杆、蜗轮，在蜗轮的轴上安装主动链轮，在主动链轮的前部安装从动链轮，由装有拉禾齿的拉禾链带动从动链轮转动，同时拉禾链上的拉禾齿将玉米秸秆拉入两个摘穗辊之间摘穗。
一种苜蓿鲜草梳理方法和专用梳理装置,本发明属于牧草加工机械领域，涉及一种苜蓿鲜草梳理方法和专用梳理设备，所述的苜蓿鲜草梳理工艺针对于收获后的苜蓿鲜草有着长短纤维成堆交错不易分离等问题，采用同向差速运动带有梳理齿的双梳理辊方式，快速梳理齿有着对苜蓿鲜草剥离、牵伸的作用，慢速梳理齿对苜蓿鲜草有抓取的作用。由于快速、慢速梳理齿的不同作用方式，对杂乱的苜蓿草进行梳理。所述的专用梳理设备，包括上梳理辊、下梳理辊、梳理齿、传动系统、上栅板、下栅板与外罩。本发明用于将收获后的苜蓿鲜草进行梳理成整齐、规整的草堆，提高后续苜蓿加工效率。
联合收割机,本发明旨在提供一种联合收割机，其无需变更行驶机体（1）的移动方向（去路）就能够停止行驶机体（1），并且能够以低成本构成左右行驶部（2）的制动操作构造。本发明的联合收割机具备：割取装置（3）；具有滚筒（21）的脱谷装置（9）；具有左右行驶部（2）的行驶机体（1），从割取装置（3）向脱谷装置（9）供给谷杆。分别设置独立地驱动左右行驶部（2）的左右减速箱（63）。在左右减速箱（63）上分别配置左右制动器（297）。而且，左右制动器（297）连结到驾驶操作部（5）的单一的制动操作件38上。
一种机械式挖根装置,本发明公开了一种机械式挖根装置的机构和组成。其特征在于，机架（1）通过其上的车体连接架（3）与车体连接；旋转连接架（5）通过其上的旋转连接架导槽（6）与机架（1）上的导轨（2）滑动连接；旋转液压缸（7）一端与机架（1）铰接，另一端与旋转连接架（5）铰接；挖掘铲连接架（8）固定在旋转连接架（5）上，挖掘铲（10）固定安装在挖掘铲导轨（11）上，挖掘铲导轨（11）与挖掘铲连接架（8）上的挖掘铲连接架导槽（9）滑动连接；插土液压缸（12）一端与旋转连接架（5）铰接，另一端与挖掘铲（10）顶部铰接。该装置将挖掘铲（10）插入土壤和旋转切削土壤及根系分两步完成，使挖根装置所需功率大大降低。
一种秸秆切割集拢型的自走式玉米收获机,本发明公开了一种秸秆切割集拢型的自走式玉米收获机，属于玉米收获机，所解决技术问题为如何将玉米秸秆切割后集拢并成拢堆放在田间；其结构为自走式玉米收获机车架下方、前后行走轮之间安装有秸秆切割集拢机，秸秆切割集拢机包括秸秆切割集拢机壳体焊合、秸秆切割刀轴组合、秸秆集拢搅龙组合、传动装置，秸秆切割刀轴组合、秸秆集拢搅龙组合安装在秸秆切割集拢机壳体焊合内部，秸秆切割刀轴组合设置安装在秸秆切割集拢机壳体焊合的前下部，秸秆集拢搅龙组合位于秸秆切割刀轴组合的后上部，发动机的动力传动至秸秆切割集拢机的传动装置，传动装置带动秸秆切割刀轴组合与秸秆集拢搅龙组合。
一种留高茬式玉米收获机,一种留高茬式玉米收获机，属于农业收获机械范畴，该机可以收获倒伏的玉米，较传统卧辊式玉米收获机减少落地果穗损失率，降低发生堵塞割台故障的概率，并且能够满足留高茬的保护性耕作农艺要求，实现在玉米收获过程中保留300～500mm高度的根茬，该机主要由分禾器、摘穗辊、切割器、切割器升降装置、前轮、发动机、机架、升运器、驾驶室、后轮和果穗箱等组成，分禾器由四分之一球壳和三段空间曲面构成；摘穗辊表面螺旋凸楞采用变螺距螺旋线；切割器的切齿形状仿玉米铁甲虫口器外缘轮廓设计；切割器可以对玉米秸秆进行正切以及斜切；切割器升降装置由液压机构控制。
一种大葱种子取籽工艺,本发明涉及种子加工技术领域，特别是关于一种大葱种子取籽工艺。大葱种子取籽工艺包括分散作业、脱籽作业、筛分清选作业、后处理等工序。使用钉齿式脱粒机进行大葱花球分散作业并除去枝梗、花托、包叶等较大花球残余，形成以花瓣及种子等为主的散状混合物；采用两级串联滚筒烘干机对混合物实施低温干燥，依靠花瓣脱水收缩实现脱籽作业；采用两级串联风筛清选机进行筛分清选作业获得预选种子；预选种子根据生产要求进行烘干、包装、存储、运输等后处理形成原料种子。本发明基于花瓣收缩种子可以脱落的特性，采用低温干燥技术加速花瓣脱水收缩，提高取籽效率和保证种子质量，实现原料种子有效供给。本发明可以广泛的应用于大葱种子生产中。
一种蒜苔收获机,本发明提供一种蒜苔收获机，包括拖拉机、分禾器、夹持输送机构、输送器和收集箱，收集箱设置于拖拉机底盘上，分禾器、夹持输送机构、输送器与机架依次固定联接，夹持输送机构是由皮带、张紧轮和托带压紧装置组成，田间收获时，拖拉机牵引机架前进，分禾器将大蒜的蒜苔下垂或倾斜扶正扶直，分禾器呈喇叭口柳叶状结构，夹持输送机构夹持蒜苔，由于夹持输送机构与水平面的夹角为60～75度，随着夹持输送机构运动蒜苔从大蒜植株中抽出，蒜苔随夹持输送机构继续运动，到达夹持输送机构末端，蒜苔落入导向板，经导向板落入输送器，再进入收集箱。
一种手持式果蔬采收器,一种手持式果蔬采收器，涉及到一种果蔬采收机具。主要由手柄、连杆、伸缩杆、刀座、割刀、机头架和驱动线圈组成，其中，手柄安装在连杆的后端，伸缩杆伸入到连杆体中的滑道中，伸缩杆从驱动线圈中心穿过，伸缩杆的前端连接到刀座的后端上，刀座的两边体中各有割刀的滑槽，刀座两边的外侧上有对称的耳孔a，刀座的后部上有左右对称的耳孔b；割刀呈半圆弧的薄片结构，割刀半圆弧的两边各有延伸段构成刀柄，刀柄伸入到刀座的滑槽中，刀柄后端上有穿绳孔和穿簧孔；驱动线圈安装在机头架上，二根拉刀绳各盘在机头架两边的滑轮上，二根复位拉簧对称安装在刀柄后端的穿簧孔与刀座上的耳孔a之间。本发明适合在柑橘、苹果或西红柿之类的果蔬采收作业中应用。
一种收获南荻种子的方法,本发明公开了一种收获南荻种子的方法，该方法简便易行，成本低，种子萌发率高，为南荻人工繁殖奠定了良好的基础，解决了南荻种子收获时间难以确定及采摘后晾晒不便的问题。具体操作如下；通过直接观察南荻花序特征，在花药落后基盘毛打开，通过颖壳可以观察到大量灰黑色的种子，用枝剪从穗颈剪下，将10-20个花序用胶带在穗颈处捆好，呈“人”形挂在竹竿上，1-2天，晾晒，然后将花序放进自封袋中保存。利用该技术可以确定南荻种子采集时间及收获晾晒方法，所获得的种子萌发率达到95%以上。
联合收割机的拨禾轮,本发明公开了一种联合收割机的拨禾轮，包括拨禾杆、固定幅盘、偏心幅盘、拨禾轮轴、支架回转轴、拨禾轮传动、拨禾轮撑杆和撑杆滑座，拨禾轮轴靠近轴端的两侧安装有固定幅盘，动力输入端位于拨禾轮前进方向的右侧，紧靠动力输入端的那一侧上空套有偏心幅盘，所述拨禾杆横跨平行安装在左右两侧的固定幅盘上，其中，安装偏心幅盘的一端还装有可调节拨禾齿前后倾角的半圆盘。与现有技术相比，本发明的拨禾轮能够简单有效地实现防缠草、强化收获倒伏作物的能力、简化拨禾杆和幅盘的装配结构。具有作物收割效率高，制造简单，成本低，使用寿命高的特点。
一种大棚栽培番茄采摘机械装置,"本发明公开了一种大棚栽培番茄采摘机械装置，本发明包括驱动机构、采摘机构和三个收集倒料结构。驱动机构的驱动部分分别有前后两个驱动电机分别驱动，采摘机构固定在驱动机构的底板上，三个收集倒料机构结构完全,三个收集倒料机构呈三角形分布在底板上。本发明驱动部分由前后两驱动电机带动，可以实现前进、后退和灵活转弯；大棚栽培番茄自动采摘，克服了操作劳动强度大、生产率低等问题，降低人力投入和生产成本，有利于组织大规模种植生产。"
振动筛分式防缠绕花生摘果机,本发明提供一种振动筛分式防缠绕花生摘果机，涉及农用机械领域，包括一个移动车架，移动车架一端设置牵引装置，其特征在于：所述移动车架上设置有摘果腔和花生秧排出风机，所述摘果腔一端与花生秧排出风机连接，所述摘果腔和花生秧排出风机的下方倾斜设置有振动筛，所述花生秧排出风机连接有吸尘管，吸尘管向下伸出至振动筛内。本发明提供的振动筛分式防缠绕花生摘果机，其结构设计简单合理，相比较现有的花生摘果机，具有制造成本低的优点；本发明的摘果腔具有避免花生秧缠绕的功能，而且摘下的花生果可经过两道负压除尘，分离效果好。
一种偏心凸轮梳齿状甜叶菊收获机,本发明提供一种偏心凸轮梳齿状甜叶菊收获机，包括拖拉机、转筒梳齿器、螺旋绞龙、皮带输送器、旋转切刀和料仓，机架上设有螺旋绞龙和转筒梳齿器，在动力的带动下，转筒梳齿器转动，转筒梳齿器中心固定安装偏心凸轮，偏心凸轮形状为陀螺线状，梳齿器是由滚珠、复位弹簧和梳齿杆组成，转筒梳齿器转动梳齿杆随动，梳齿杆从转筒伸出逐渐增长，当滚轴运动到偏心凸轮最高点时，梳齿杆的从转筒伸出最长，转筒梳齿器上设有多排梳齿杆，梳齿杆梳摘甜叶菊的叶片顺时针方向转动，将甜叶菊的叶片送到螺旋绞龙，螺旋绞龙分为两端，一段左旋，另一端右旋，甜叶菊的叶片汇集到螺旋绞龙的中间，经输送器进入料仓，旋转切刀将地上的甜叶菊秸秆切断。
利用皮带驱动并且能够升降的草料翻晒装置,一种利用皮带驱动并且能够升降的草料翻晒装置，其包括执行部分和连接部分，所述执行部分用于执行翻晒操作，其包括外支撑筒体（2）、内支撑筒体（3）和六个翻动钩部件（1），并且每个翻动钩部件（1）在圆周方向上均匀地固定在所述外支撑筒体（2）的圆柱形表面上，六个所述翻动钩部件（1）在所述外支撑筒体（2）的圆柱形的圆周方向上两两相互间隔60度设置，从而使得六个所述翻动钩部件（1）在所述外支撑筒体（2）的圆柱形的圆周方向上均匀分布。
挖根茎类作物机,一种挖根茎类作物机，动力机与安装在机架Ⅰ上的减速箱Ⅰ输入轴相联，经降速齿轮对一级降速后，经万向联轴器传递给安装在机架Ⅱ上的减速箱Ⅱ输入轴，经降速齿轮对Ⅰ、Ⅱ分别降速后，过渡轴与凸轮轴同步旋转。摆杆轴支撑在机架Ⅱ上，与中部焊有滚轮摆杆、朝着行进方向转120度角后的位置在全长焊有均布的5根犁筢镐的摆杆套间隙配合，凸轮推动滚轮摆杆绕摆杆轴摆动从而带动犁筢镐摆动，复位弹簧使其复位；机架Ⅰ与机架Ⅱ通过燕尾滑块和燕尾槽滑道形成滑动配合，靠活塞杆与液压缸实现滑动调节高度；不完全齿轮对使过渡轴的转动变成车轮轴的间歇转动，使车轮带动挖掘机间歇前行，通过凸轮8的凸轮轮廓及复位弹簧实现犁筢镐挖、抬起、保持抬起动作。
一种自收取式可移动秸秆回收机,本发明涉及农业机械领域，具体说是一种自收取式可移动秸秆回收机，包括车体、收取装置、传输装置、秸秆破碎机、存储装置、柴油机、秸秆压块机和驾驶舱，所述的车体分为前中后三个部分；所述的收取装置位于车体前方，用于收取秸秆；所述的传输装置位于车体中部，用于传输秸秆；所述的秸秆破碎机安装于车体后方，用于秸秆破碎；所述的存储装置位于秸秆破碎机上方，用于存储压块秸秆；柴油机通过螺栓与车体相连接，柴油机用于提供动力；所述的秸秆压块机位于柴油机右侧，用于对秸秆进行压块；所述的驾驶舱安装在车体上方。本发明可实现秸秆收取及秸秆压块一体化完成的功能，有效的提高了秸秆回收效率，增加了秸秆回收量。
一种百合切秧收获机,本发明提供一种百合切秧收获机，包括切秧机构、挖掘铲、链式抖动筛、输送带、清选滚筒和收集箱，机架上设有挖掘铲，挖掘铲铲起百合垄土壤，将百合连同土块一起铲起，百合和土块沿挖掘铲的挖掘面运动进入链式抖动筛，链式抖动筛与机架联接且倾斜设置，动力轮设置的偏心连杆带动链式抖动筛往复运动，链式抖动筛抖动将土块震碎和粘附在泥土震落沿筛孔下落，百合沿链式抖动筛运动进入输送带，经输送带百合进入清选滚筒，清选滚筒设有多排均匀分布的圆孔，清选滚筒内壁设有导料板，导料板与清选滚筒轴线方向呈30度角设置，百合在清选滚筒上下翻动，泥土和小的杂物由圆孔排出，百合沿导料板构成的螺旋方向向前推进，最后进入收集箱。
联合收割机,本发明提供一种联合收割机，在该联合收割机中，在收割部的前部左右并列配置有多个拉起装置，并且预定的拉起装置可以扬起摆动地受到支承。通过摆动拉起装置，可以更加容易地进行维修保养。相邻的多个拉起装置(13)可以一体扬起摆动。
多功能采摘器,本发明公开了一种多功能采摘器，包括杆件、采摘剪和用于带动采摘剪开合的操作机构；所述采摘剪包括两个转动连接的剪刀和复位弹簧，各剪刀包括剪头和剪柄，各剪头包括刀刃和刀背；所述操作机构包括握柄、钢丝绳和滑轮组件；第一个剪刀的剪柄固定在杆件上，另一个剪刀的剪柄通过绕经滑轮组件的钢丝绳与握柄相连；第一个剪刀上设有从其边缘处突出的夹持件；所述复位弹簧设置在两剪柄之间，把两剪头撑开，且把另一个剪刀的刀背撑压在所述夹持件上，使其与夹持件组合形成一个夹钳。本发明既能剪断茎干，又能夹取果实，能够大幅度减少采摘过中对植株以及对人的误伤，且其操作使用极为便利。
割草机及对接充电系统,本发明公开了一种割草机，包括壳体、轮子、切割刀片、切割马达及供电模组。所述壳体上设有向壳体内部凹陷的充电槽，所述供电模组具有用于传输能量或信号的充电端子，所述充电端子设置于所述充电槽内，使得充电端子不暴露在壳体的外部，不会被雨水打湿而发生腐蚀，避免了充电端子接触不良，防止了充电端子因碰撞而发生形变。本发明还提供了一种对接充电系统。
