名称,摘要
一种辣椒特早熟自交系的选育方法,本发明涉及一种辣椒特早熟自交系的选育方法，解决现有辣椒特早熟自交系遗传背景单一、抗病性差、果实不辣等问题，为生产和辣椒早熟育种提供具不同遗传背景的特早熟自交系，属于农业生物技术领域。该方法以现有特早熟自交系B<sub>9431</sub>为母本，具不同遗传背景的抗病、味辣自交系A为父本进行人工杂交，得到F<sub>1</sub>，F<sub>1</sub>自交等到F<sub>2</sub>，在F<sub>2</sub>群体中选择优良特早熟单株，与父本进行连续2轮“回交+自交”，得到符合目标性状的特早熟单株，特早熟单株再通过连续3代自交和定向系谱选择，最终获得具不同遗传背景的新特早熟自交系。利用本发明方法，可以选育出一系列遗传背景各异的辣椒特早熟自交系，克服现有特早熟自交系B<sub>9431</sub>遗传背景单一、抗病性差、果实不辣等弱点，满足生产和辣椒早熟育种对特早熟遗传材料多方面的需求。
一种由郁金香鳞片获得脱毒幼苗的方法,"本发明公开了一种由郁金香鳞片获得脱毒幼苗的方法，其特征在于，包括种球预处理和消毒灭菌、鳞片接种、脱分化培养、再分化形成脱毒幼苗以及幼苗的驯化及移栽，其中，所述种球预处理和消毒包括将选用的种球置于4℃下低温保存30天；所述脱分化过程采用蓝光照射；所述脱分化培养中所用的培养基，其中生长素类物质和细胞分裂素类物质浓度比为1:1；所述再分化过程中，愈伤组织开始形成嫩芽后，向再分化培养基表面加入1.5mg/L吲哚丁酸或2,4,5-T?1-2ml。本发明解决了郁金香在培育过程中易受病毒、害虫等侵扰，导致其品质不断退化，甚至死亡等问题，同时培育周期大大缩短。"
菲油果的茎尖离体快速培养方法,本发明公开了一种菲油果的茎尖离体快速培养方法，其特征在于，具体步骤为：选取当年萌发的半木质化的新枝，剪去已展平的叶片，依次用洗衣粉、自来水冲洗，然后在无菌室超净台上将枝条消毒；在超净台上剥取长度0.5mm以下的茎尖，切下茎尖连同0.5cm长度的茎段进行新芽培养，进行丛生芽诱导从而培育成无菌系；将丛生芽切成单芽，进行生根培养；第四步：将生根的试管苗移入泥炭和珍珠岩混合基质中进行炼苗，30天后移栽至灌满纯泥炭的塑料穴盘中，经3个月培养后直接移栽至土壤或大的容器中。采用本发明提供的培养方法繁殖菲油果，具有繁殖速度快、繁殖率高、脱病毒及提纯复壮等优点，可在短时间内工厂化生产优质种苗。
一种水稻不育系的选育方法,一种水稻不育系的选育方法，以高产抗病不育系陆18S为母本，以优质且有遗传早熟力强广占63-4S为父本杂交，选育出聚集双亲优良特性，优质高产且遗传早熟力强的两系不育系。本发明通过与多个高产优质恢复系配组，配置出的杂交品种均表现为高产、优质、早熟的优势。
以花丝为外植体诱导萱草红朗姆愈伤组织的方法,本发明提供一种以花丝为外植体诱导萱草“Red?Rum”愈伤组织的方法，包括外植体的采集与灭菌、花丝的获得与接种、愈伤组织的诱导培养、继代增殖培养和生根培养的步骤。本发明解决了目前萱草分株繁殖效率低、周期长的缺点，且与常规的以花茎作为外植体的组培方法相比，具有取材量更大、节约成本、灭菌效果好、愈伤组织诱导效率更高的优点，其诱导率比花茎的诱导率高出一倍左右。本发明的方法可以为以萱草花丝为基础的其他研究（例如体细胞胚的培养）等提供相关的技术支持。
一种烟草单株2片真叶快速成苗法,本发明公开了一种烟草单株2片真叶快速成苗法，通过对培养条件，以及营养基质和头孢噻肟钠的应用，可以快速有效的将1棵8片真叶烟株培育成4棵烟苗。并且在正常的培养条件下，在正常的时间内所获得的烟苗都能正常开花结实，为科学研究提供了快速、便捷、高效、可靠的成苗方法。该方法能使1棵烟株在短时间内获得遗传背景一致的4株烟苗，并在短时间内获得大量遗传背景一致的烟草种子，确保科学研究材料的重复性和可靠性。
一种提高南方小麦单产的方法,本发明涉及一种提高南方小麦单产的方法，该方法将目前南方麦区普遍使用的春性小麦品种改为冬性小麦品种。适于南方种植的冬性小麦品种的培育方法为：以北方冬性小麦作为母本，选择南方春性小麦作为父本，将北方冬性小麦在中国北纬33度以南地区提前30至60天播种，使其花期与所述南方春性小麦的花期相遇，去雄，与所述南方春性小麦杂交，并从杂交后代中选育出冬性小麦新品种，所选育的冬性小麦新品种适于在中国北纬33度以南地区生长，并且单产比南方春性小麦提高近一倍甚至一倍以上。
一种利用组织培养技术快速繁殖伊犁贝母的方法,本发明公开了一种利用组织培养技术快速繁殖伊犁贝母的方法，主要通过对外植体的选择与消毒处理、材料处理、愈伤组织的诱导、继代培养、生根培养以及炼苗移栽等步骤，使伊犁贝母的愈伤组织形成率达到了93%，增殖倍数达到了6倍，生根率达到了92%，最终的成活率达到了90%，并且伊犁贝母的质量和产量都得到很大的提高。并且本发明模拟野生伊犁贝母的生长环境，培养过程中温度较低，培养基质以黑钙土为主，在这种模拟野生环境中生长，质量和品质得到了提高。
转基因玉米事件MON 87427和相对发育尺度,"本发明提供了转基因玉米事件MON?87427和源自事件MON?87427的植物、植物细胞、种子、植物部分和商业产品。本发明也提供了对于转基因玉米事件MON?87427特异的核苷酸和包含转基因玉米事件MON?87427特异的核苷酸的植物、植物细胞、种子、植物部分和商业产品。本发明也提供了涉及转基因玉米事件MON?87427并涉及<img file=""DPA00001563019400011.TIF"" wi=""278"" he=""72"" />杂交系统(RHS)的方法。本发明也提供了可用于监控和确定玉米生殖发育的相对发育尺度，使得不同玉米品种间的发育差别协调一致。这在包括制备杂种种子的不同方法中确定处理方案的最佳时机是有用的，其中穗发育期是重要因素。"
一种长柄扁桃外植体不定芽诱导方法,本发明公开了一种利用钾离子提高长柄扁桃外植体不定芽诱导数量的方法，在常规长柄扁桃组织培养的基础上，通过添加钾离子，从而显著的提高长柄扁桃每个外植体上不定芽的诱导数量。本发明方法简单易行，效率高，可用于长柄扁桃的人工快速繁殖。
一种矮生麦冬的组织培养方法,本发明公开了一种矮生麦冬的组织培养方法，包括消毒灭菌、初代培养、继代培养、生根培养和炼苗移栽，以矮生麦冬当年生嫩叶为外植体，经过无菌接种于诱芽培养基上，形成愈伤组织后，利用愈伤组织块再进行继代培养，然后把诱导出来的小苗接种在壮苗培养基上进行壮苗培养，之后转接到生根培养基上进行生根诱导形成生根苗，生根苗经过炼苗驯化得到再生植株。本发明的方法使矮生麦冬的繁殖更为容易，繁殖周期缩短，使其成活率或发芽率提高，解决播种繁殖慢和分株成活率低的问题。
一种花叶枸骨的组织培养方法,本发明公开了一种花叶枸骨的组织培养方法，包括消毒灭菌、初代培养、继代培养、生根培养和炼苗移栽。以花叶枸骨当年生嫩枝条为外植体，经过无菌接种于诱芽培养基上，形成丛生芽后，利用丛生芽再进行继代培养，然后转接到生根培养基上进行生根诱导形成生根苗，生根苗经过炼苗驯化得到再生植株。本发明的方法使花叶枸骨的繁殖更为容易，打破了季节与气候的限制，缩短繁殖周期。
一种小麦遗传转化受体的培养方法及应用,本发明属于植物组织培养及基因工程技术领域，涉及一种小麦遗传转化受体即分生组织团的培养方法及应用，利用该受体进行遗传转化可快速获得大量转基因植株。对分生组织团进行基因枪轰击，经basta筛选后，对表现抗性的植株进行GUS染色、PCR检测和除草剂抗性检测，确定转基因植株。本发明建立了高效的小麦离体再生及遗传转化体系；解决了目前小麦再生难、遗传转化效率低、稳定性差的问题；与目前常用的小麦幼胚相比，具有取材方便、高频再生的特点，能快速获得大量转基因植株。本发明中的分生组织团也为小麦的生物学研究提供了有效的无性繁殖体系。
金线莲种苗的无激素组织培养及快速繁殖方法,本发明涉及一种金线莲种苗的无激素组织培养及快速繁殖方法，包括以下四个组织培养阶段：①种子无菌萌发形成原球茎；②原球茎的增殖与小苗分化培养；③无菌苗壮苗培养；④生根培养，不同的组织培养阶段采用不同的无激素培养基。本发明操作简便、程序少、费用低廉，不需要对组培苗进行频繁继代，且在整个培养过程中不使用外源植物激素，较好地解决了目前普遍存在于金线莲组织培养过程中的大量使用外源植物激素、生产成本高、种苗参差不一及食用不安全等问题，不仅大大提高了种苗质量和移栽成活率，而且提高了种苗使用的安全性。
一种高脂松树茎段组培芽诱导和增殖培养的方法,本发明公开了一种高脂松树茎段组培芽诱导和增殖培养的方法，将高脂松树嫩枝茎段灭菌消毒后，接入初代培养基中，在温度7-10℃暗培养5-7d，温度20-25℃培养50-60d形成初代芽；将初代芽转入增殖培养基内，温度17-20℃培养5-7d后，温度20-25℃培养15-20d形成增殖芽丛，芽丛转入伸长培养基中，温度17-20℃培养5-7d，温度20-25℃培养18-22d，芽增殖和伸长交替培养。该方法能有效遏制继代芽的褐化，使芽健康增殖，平均增殖系数6.95以上，芽伸长快，并且长势良好，经过多代培养增殖系数稳定，达到继代芽快速扩繁的目的，具有较好的经济效益和社会效益。
杜仲离体快速繁殖的方法,本发明公开了一种杜仲离体快速繁殖的方法，其特征在于，包括以下步骤：将外植体放置于含有生长素或者类生长素的MS培养基上培养形成不定根；将不定根切成切段，接种在含有植物生长调节剂的MS培养基上形成不定芽；将形成成熟叶片的不定芽培养在含有类生长素的1/2MS培养基上诱导生根形成具有根及功能叶片的试管苗；驯化试管苗；移栽定植。本发明的有益之处在于：利用植物离体培养技术，以杜仲离体培养的子叶、愈伤组织等多种外植体所形成的不定根为材料，经过诱导高效获得不定芽，生根后形成试管苗移栽大田获得无性繁殖系；该方法提供了一种杜仲离体快速繁殖的新途径，不仅繁殖速度快、效率高，而且杜仲离体材料利用效率得到了提高。
一种诸葛菜人工种子制作方法,本发明公开了一种诸葛菜人工种子制作方法，包括诸葛菜芽蔟的诱导、诸葛菜芽的增殖、诸葛菜芽的包埋和人工种子胶囊制备等步骤。本发明制作的种子，生根发芽效果好，相比天然种子，人工种子可以不受季节、环境各方面天然条件的限制来进行大规模大批量高效制作生产种子，可应用于诸葛菜的择时播种。
利用甘蓝改良甘蓝型油菜的方法,本发明属于植物育种技术领域，具体涉及利用甘蓝改良甘蓝型油菜的方法。本发明要解决的技术问题是为改良甘蓝型油菜提供一种新选择。本发明的技术方案是利用甘蓝改良甘蓝型油菜的方法，包括如下步骤：（1）种间六倍体F1杂种的获得；（2）六倍体F1杂种与甘蓝型油菜回交一代BC1F1的获得与筛选；（3）BC1F2代的筛选。本发明方法可用于改良甘蓝型油菜，简单易行，周期短。
一种固体介质花粉、其制备方法及应用,本发明涉及一种固体介质花粉以及其制备方法和该固体介质花粉在转基因作物例如转基因棉花的生态安全性评价中的应用。所述固体介质花粉为用赤藓红B溶液浸泡采集的花粉使其染色并晾干后过筛而制得的红色粉末状花粉。使用所述固体介质花粉可以检测转基因作物例如转基因棉花花粉扩散的距离和方向，从而可以研究转基因作物例如转基因棉花的生态安全性。
控制单子叶作物中的ADD双子叶自生植物,本发明部分涉及控制种植有单子叶植物作物诸如玉米的田间的AAD-12和/或AAD-13双子叶自生植物。双子叶植物可以包括大豆和棉花。
一种马铃薯脱毒苗试管薯的培育方法,本发明公开了一种马铃薯脱毒苗试管薯的培育方法，涉及马铃薯试管署的培育方法。包括以下步骤：（1）在MS液体培养基中加入含量为10%的糖，1%的活性炭，不加琼脂，加入滤纸做搭桥，高温灭菌后放入培养基储备室放置两天，制得MS培养基；（2）将准备诱导的脱毒苗切段放入MS培养基中，培养15～25d，培养室温度20～26℃，光照强度为2500～3000Lux，光照时间12h/d；（3）当脱毒苗切断长到7～10cm的时候，将灯光关掉，在半黑暗条件下以自然光为光源，10～15d后开始结小薯。本发明降低了诱导试管薯的成本；无需加入激素、不用物理等诱导方式诱导结薯；可显著提高结薯率，平均每株脱毒苗结薯2～3粒。
一种利用麻疯树子叶再生根直接诱导芽的快繁方法,本发明提供了一种利用麻疯树子叶再生根直接诱导芽的快繁方法，该方法的步骤及条件如下：（1）将灭菌后的麻疯树种子的子叶接种于第一生根培养基上，避光培养4~5天，然后接种于第二生根培养基上培养10~24天，诱导子叶生根；（2）将带子叶的根接种于芽分化培养基上培养25~30天，诱导丛生芽；（3）将丛生芽切割后接种于芽增殖培养基上培养25~30天，使丛生芽增殖；（4）从增殖后的丛生芽上切下幼芽，接种于第三生根培养基中培养4~7天，再转接到第四生根培养基中培养，在第四生根培养基中的培养时间以达到再生苗移栽要求为限。该方法培养周期短、高效、能保持麻疯树遗传的稳定性，并且操作简便、成本低廉。
用于金线莲有机组织培养的培养基,本发明涉及植物组织培养领域，具体而言，涉及一种用于金线莲有机组织培养的培养基。该用于金线莲有机组织培养的培养基，所述培养基由下述浓度的原料组成：去皮香蕉100-120g/L，去皮土豆50-80g/L，去皮胡萝卜10-60g/L，西红柿10-45g/L，洋葱10-15g/L，琼脂4-8g/L，活性炭1-4g/L，pH5.4-6.2。本发明提供的用于金线莲有机组织培养的培养基不会造成无机肥离子过量堆积、植物激素和植物类激素的残留，能够直接用作药物使用，缩短了金线莲的生产周期，提高了经济效益。
一种光萼唇柱苣苔组织培养及快速繁殖的方法,本发明公开了一种光萼唇柱苣苔组织培养及快速繁殖的方法。本发明以光萼唇柱苣苔叶片为外植体，通过筛选和优化初代诱导、继代增殖、生根和移栽培养基配方和培养条件，经过不定芽的初代诱导、继代增殖和生根培养以及试管苗的移栽阶段，实现光萼唇柱苣苔种苗的快速繁殖，一般只需80天就可以获得光萼唇柱苣苔的幼苗，并且光萼唇柱苣苔幼苗的成活率可达95%以上，从而为该物种的遗传改良、种质资源保护和开发利用奠定基础。
一种铁线莲栽培品种多变海神的组织培养方法,本发明是一种铁线莲栽培品种“多变海神”的组织培养方法，包括如下步骤：1）外植体消毒处理；2）芽诱导和芽增殖，包括：①取铁线莲“多变海神”当年生的幼嫩茎节和顶芽；②依次用自来水冲洗1h，无菌水冲洗4次；③用灭菌滤纸吸干外植体表面水分，切除叶柄和两端受伤部位。优点：应用组织培养方法，能较好地保持母本的观赏价值，有效地提高铁线莲“多变海神”的繁殖系数；与扦插繁殖相比，生长周期大幅缩短，组织培养法的繁殖系数为扦插繁殖的50~60倍；品种优质、产量可观和便于实地推广。
一种白及类原球茎的组织培养快速繁殖方法,一种白及类原球茎的组织培养快速繁殖方法，包括如下步骤：（1）取白及无菌试管苗分切成带苗的单个球茎，接种到MS类原球茎增殖培养基进行增殖培养获得类原球茎；（2）将获得的类原球茎置于MS复壮培养基中进行复壮培养得到带苗的原球茎；（3）将获得的带苗原球茎接种到1/2MS生根培养基上进行生根培养获得健壮小植株。采用本发明得到的白及类原球茎繁殖系数高，复壮时间短，复壮的丛生芽健壮，可在短期内提供成活率高的白及优质种苗，有效解决了白及的规模化育苗问题。
一种沙枣组织培养方法,一种沙枣组织培养方法，它涉及一种沙枣培养方法。它解决了目前沙枣组织培养扩培数量少、倍数低，或者利用愈伤组织进行繁殖生根率低，成活率低的缺陷。组织培养方法：一、枝条水培，嫩芽剪下处理，而后将带有节间的茎段进行除培养初始培养；二、选初始培养长出的无菌苗叶的叶柄进行培养；三、将步骤二长出的幼芽移植培养，得到沙枣试管苗，然后经过炼苗，即完成沙枣的组织培养。本发明可用于沙枣的种植领域。
利用热带种质改良温带玉米自交系根系的方法,本发明公开了一种利用热带种质改良温带玉米自交系根系的方法，属于玉米育种领域。以根层数大于等于6的优良热带玉米种质A为母本，以根层数小于等于4的温带玉米自交系B为父本，组成温-热杂交组合A×B；通过杂交—混合授粉—回交—混合授粉—回交—混合授粉—单株连续自交的选系模式，将热带材料抗性优良的特性转入温带玉米材料中，有效地改良了温带玉米自交系根系状况，新育成的自交系根系发达、综合性状优良。
一种快速繁育铁皮石斛的方法,本发明属于植物育种或组织培养领域，具体公开了一种快速繁育铁皮石斛的方法，包括将铁皮石斛植株上的叶片切成叶块；在诱导胚性愈伤培养基上将叶块培养成胚性愈伤组织；在原球茎液体悬浮培养基上将胚性愈伤组织培养成原球茎；在继代生长培养基上将原球茎培养成小苗；和，在生根培养基上使得小苗长成试管苗。
一种峨眉双蝴蝶的种子繁殖技术,本发明公开了一种组织培养式峨眉双蝴蝶的种子繁殖方法，该方法包括（1）幼苗的获得和培养；（2）生根培养；（3）炼苗移栽。本发明采用组培的方式进行峨眉双蝴蝶的人工育苗更有利于苗种的规模化、标准化和工厂化生产，同时提高了出芽的整齐度和成活率；本发明采用种子连同胎座一起进行培养的新技术，种子发芽率在99%以上，并且出芽非常整齐和一致，从接种到苗高5厘米，4-5片叶只要4-5个月，成苗率可达90%以上。
一种百合脱毒籽球的快速培养方法,本发明公开了百合籽球生产的综合脱毒技术，即通过在35-38℃条件热处理栽种百合种球7-15天、剥取热处理后百合种球茎尖生长点为外植体，接种于病毒唑(Ribavirin)含量5-10mg/L的培养基中脱毒培养，用酶联免疫吸附测定实验(ELISA)和RT-PCR检测对脱毒组培苗进行百合无症病毒(LSV)、黄瓜花叶病毒(CMV)和百合斑驳病毒(LMoV)病毒的检测，此发明通过综合脱毒技术确保培养出的百合籽球去除病毒感染，并优化了脱毒百合种球组培培养基成分和培养程序，最后用鼓泡式生物反应器快速培养得到脱毒组培籽球，属于植物组培快繁技术和植物细胞工程技术领域。
一种拟堇花兰快速繁殖方法,本发明公开了一种堇花兰快速繁殖方法：以拟堇花兰花梗为外植体材料，用适量的洗洁精清洗后，在流水中冲洗0.5h，在0.1％氯化汞溶液中表面灭菌10min，接种于初始诱导培养基上，30d后获得丛生芽，丛生芽分切后在生根培养基上，30d后获得无菌生根苗；无菌苗叶片接种至胚状体诱导培养基，培养35d后，叶片切口处诱导出胚状体；将诱导出的胚状体转接至胚状体增殖分化培养基，分化形成类圆球茎及小植株；将类原球茎以及小植株接种到丛生芽增殖培养基上；丛生芽分切后接种至生根培养基上，30d后获得拟堇花兰无菌生根苗；待无菌苗长有2～3条根时，进行炼苗移栽。
一种诱导川贝母胚状体产生的方法,本发明公开了一种诱导川贝母胚状体产生的方法，属于生物技术领域。该方法选取川贝母植株的幼嫩叶鞘为外植体，通过消毒后进行愈伤组织诱导，将愈伤组织接入MS+头孢噻肟钠培养基中培养50天后愈伤组织表面产生有胚状体，再将胚状体以1～3个为1组切下，接入其快速生长培养基MS+6-BA0.1～1mg·L<sup>-1</sup>+头孢噻肟钠100～450mg·L<sup>-1</sup>中，在培养温度为15～25℃、每天光照6～20h、光照强度为800～2500lx的培养条件下培养60天后，胚状体可生长为绿色的川贝母小植株。本发明成功地利用了一定浓度的抗生素类化学因子诱导出川贝母胚状体，为川贝母胚状体的繁殖提供了一条新途径。
一种阿旁宫寿组培再生体系建立的方法,本发明公开了一种阿旁宫寿组培再生体系建立的方法，具体操作步骤如下：1）培养基的配制，包括基本培养基和组培各阶段培养基的组分；2)外植体的选取及消毒；3）愈伤组织的诱导及增殖；4）不定芽的分化及增殖；5）壮苗培养；6）移栽。本发明利用植物组织培养技术对阿房宫进行再生培养，能够在短时间内获得大量遗传性状一致的优质壮苗，克服了常规繁殖方法慢的缺点，对其规模化生产和种质资源保存都具有积极意义，同时本技术也为其遗传转化体系的建立奠定了坚实的实验基础。
一种草莓继代培养方法,本发明公开了一种草莓继代培养方法，步骤如下：将经过胚发生愈伤组诱导培养后的草莓外植体接种于草莓继代培养基上，首先进行5天的2-3℃低温人工气候暗箱中培养，然后在白天室温25±1℃、夜晚20±2℃的条件下暗培养25-30天。本发明由于采用了低温-常温的培养条件，有利于体细胞胚的成熟，可大幅度提高体细胞胚的成熟率，使上、下胚轴胚状体分化率平均提高了25%以上，配愈伤组织也不再增大变浅或出现褐色，克服了传统的继代培养基容易出现基因型障碍，不能正长培养，或者出现叶片发黄，植株畸形化的问题。
一种提高茎瘤芥小孢子胚胎发生及植株再生效率的方法,本发明公开了一种提高茎瘤芥小孢子胚胎发生及植株再生效率的方法，包括步骤：（1）材料的选择：显微镜观察并选择2-3mm花蕾；（2）灭菌：采用0.1%的升汞灭菌12min，无菌水洗三次；（3）抽提花粉：加B5-13液体培养基进行研磨并过滤，离心；（4）热激处理：将沉淀的花粉转移至含有秋水仙素溶液的NLN-16液体培养基中，32℃暗培养48-52h；（5）诱导成胚：离心，加NLN-13液体培养基，按1.5个花蕾/皿分装到培养皿中，25℃暗置培养；（6）诱导成苗：胚状体形成后，将其移至B5-3固体培养基中进行培养。本发明创建了一套茎瘤芥游离小孢子培养技术的新方法，在茎瘤芥的育种中具有广泛的应用前景。
一种提高水稻高产稳产性的育种方法,本发明提出了一种提高水稻高产稳产性的育种方法，选用n个高产品种（系）作母本，与m个耐纹枯病品种（系）作父本杂交，得n×m个组合F<sub>1</sub>代低肥管理，隔天进行遮光处理，根据丰产性选留强优组合。F<sub>2</sub>分离群体中均匀地栽插强竞争性品种（品系），对邻近行产生温、光、肥、水等胁迫，抑制资源利用率低的基因型，有利于选拔出资源利用率高的基因型，提高选择的准确性。而在随后的F<sub>3</sub>-F<sub>5</sub>世代，合理密直播，促进基因型间的竞争，选拔优势单株，能提高群体在正常的生产条件下的优势水平，达到了稳产和高产的目的。
一种提高小麦幼胚再生率的组织培养方法,本发明公开了一种提高小麦幼胚再生率的组织培养方法。本发明所提供的提高小麦幼胚再生率的组织培养方法，包括如下步骤：1）将待培养的小麦幼胚置于愈伤组织诱导培养基上进行培养，得到胚性愈伤组织；所述愈伤组织诱导培养基中含有终浓度为50-200mg/L阿拉伯半乳聚糖蛋白；2）将所述胚性愈伤组织转移到分化培养基上进行培养，得到再生小麦植株。本发明通过在SD2愈伤组织诱导培养基中添加AGP，发现小麦幼胚再生率明显提高，且对再生容易的小麦品种如扬麦18、京冬18和再生较难的小麦品种如济麦22、宁春4号均有效果，这对于利用基因工程途径和细胞工程途径改良优良小麦品种具有重要意义。
提高小麦幼胚植株再生率的组织培养方法,本发明公开了一种提高小麦幼胚再生率的组织培养方法。本发明所提供的提高小麦幼胚再生率的组织培养方法，包括如下步骤：1）将待培养的小麦幼胚置于愈伤组织诱导培养基上进行培养，得到胚性愈伤组织；所述愈伤组织诱导培养基中含有体积分数为0.0015-0.003‰的过氧化氢；2）将所述胚性愈伤组织转移到分化培养基上进行培养，得到再生小麦植株。本发明通过在SD2愈伤组织诱导培养基中添加H<sub>2</sub>O<sub>2</sub>，发现小麦幼胚再生率明显提高，对再生容易的小麦品种如扬麦18、京冬18、CB031和再生较难的小麦品种如济麦22、宁春4号、扬麦20均有效果，这对于利用基因工程途径和细胞工程途径改良优良小麦品种具有重要意义。
铁线莲贝蒂·里斯登的组织培养方法,本发明是一种铁线莲栽培品种“贝蒂?里斯登”的组织培养方法，包括如下步骤：1）外植体消毒处理；外植体消毒处理，2）芽诱导和芽增殖，具体包括：①诱导培养，②不定芽增殖培养，③壮苗培养，④生根培养，⑤炼苗和移栽。本发明的优点是：应用组织培养方法，能较好地保持母本的观赏价值，有效地提高“贝蒂?里斯登”铁线莲的繁殖系数；与扦插繁殖相比，生长周期大幅缩短，组织培养法的繁殖系数为扦插繁殖的50~60倍；品种优质、产量可观和便于实地推广。
一种响叶杨茎段组织培养获得再生植株的方法,本发明提供了响叶杨茎段组织培养获得再生植株的方法，其方法是通过外植体消毒、诱导培养、增殖培养、壮苗及生根培养来实现再生植株幼苗。本发明取材方便，操作简单，生长繁殖速度快，可有效提高响叶杨组织培养获得再生植株的效率，能保持亲本的优良特性，种苗成品率高，对其以后遗产改良和遗传转化具有重要意义。
一种生石花无菌播种及再生体系建立的方法,本发明公开了一种生石花无菌播种及再生体系建立的方法，具体操作步骤如下：1）培养基的配制，包括基本培养基和组培各阶段培养基的组分；2)种子消毒及接种；3）愈伤组织的诱导及分化；4）不定芽的增殖；5）壮苗培养。本发明有益的效果：本发明利用植物组织培养技术对生石花进行无菌播种及再生快繁，能够在短时间内获得大量遗传性状一致的优质壮苗，克服了常规繁殖方法慢的缺点，对其规模化生产和种质资源收集及保存都具有积极意义。
白芨种茎的生产方法,本发明公开了一种白芨种茎的生产方法，包括如下步骤：1）外植体的处理及接种；2）原球茎的获得与增殖；3）原球茎分化成苗；4）试管球茎的获得；5）<b>一</b>级种茎的获得；6）二级种茎的获得。本发明利用白芨成熟种子进行无菌播种培养，获得大量的试管种茎，再通过一级、二级种茎的繁殖，从而获得可栽种于大田的较大的生产用种茎，此方法克服了组培苗直接炼苗成活率低的问题，解决了白芨人工规模化种植的种源问题，为白芨的持续发展及开发利用奠定了基础。
一种提高玉米父本单倍体诱导系诱导效率的方法,DNA甲基化抑制剂在提高玉米父本单倍体诱导系诱导效率中的应用，涉及玉米育种领域，解决了在现有方法中通过单倍体诱导系之间杂交或者诱导系与普通系杂交，后在杂交后代中选育优良诱导系、提高单倍体诱导效率时存在的操作复杂、耗费时间长、见效慢的问题。该应用为采用DNA甲基化抑制剂处理玉米父本单倍体诱导系。本发明利用DNA甲基化抑制剂处理玉米诱导系，经过处理后玉米诱导系的单倍体诱导效率显著提高；只需要一步药剂处理工作就能提高玉米诱导系的单倍体诱导效率，不需要复杂的筛选和纯化过程，操作简便，具有短时高效的明显优势。
一种利用黄花牛耳朵叶片快速繁殖其种苗的方法,本发明公开了一种利用黄花牛耳朵叶片快速繁殖其种苗的方法，通过对其外植体进行初代培养、继代培养和炼苗移栽，经“初代培养→继代培养”两步法直接成苗，可在90天左右繁殖获得大量健壮小苗，无需经过生根阶段，而且继代培养不需添加激素，不仅减少了生产环节，而且降低了生产成本，实现黄花牛耳朵有效繁殖。本方法不仅取材方便，不会影响黄花牛耳朵野生种群的数量；而且操作简单、生产成本低、稳定高效，能大大缩短育苗周期，将为其保护和开发利用提供技术保障。
一种黄精的快速繁殖技术方法,本发明提供了一种黄精快速繁殖的技术方法，包括采用变温处理加激素处理打破种子休眠以及利用打破休眠的种子作材料进行离体诱导培养愈伤组织，经过分化培养和根诱导，无性繁殖黄精种苗。采用本技术能大大提高黄精繁殖倍数，缩短生产周期，减少用种量，降低生产成本。
一种抗病功能型水稻两系不育系的选育方法,本发明公开了抗病功能型水稻两系不育系的选育方法，属于特种稻育种技术领域。本发明选用高抗稻瘟病品种、低水溶性蛋白稻米品种、富含天然维生素A水稻、高抗性淀粉含量水稻，通过杂交、复交聚合以及与优异两系不育系回交转育，育成高抗稻瘟病、农艺和产量性状优异，且富含抗性淀粉、维生素A，水溶性蛋白含量低的抗病功能型水稻两系不育系，该两系不育系组配的杂交稻不仅抗稻瘟病，且其稻米富含抗性淀粉、维生素A，且水溶性蛋白含量低，具有降血糖、血脂和减肥的功能，适合肾脏病和糖尿病患者食用。
一种葡萄新品种白乳葡萄的培育方法,本发明涉及一种葡萄新品种白乳葡萄的培育方法，其选取野生葡萄树嫁接到卡吾什(Chaueh)葡萄树上；通过杂交、授粉和果实处理驯化而成。果实处理时用80%赤毒素加入30市斤水，再加入2克连霉素，再加入30市斤水中，搅拌均匀；葡萄花完全开放后除去副穗进行药液蘸穗；在第一次果穗处理后6—8天进行第二次处理，处理方法同第一步；最后用植物激素处理：在花开前3—5天，进行拉长果穗，每克植物激素加入60市斤水，用喷雾器喷雾或蘸花穗；在花后3—5天用浓度20%植物激素，再加入10市斤水药液蘸果。本发明葡萄新品种具有抗寒、抗旱的特性，而且果实口感好，适合北方种植。
一种促进羽衣甘蓝顽固基因型小孢子胚胎发生的方法,本发明公开了一种促进羽衣甘蓝顽固基因型小孢子胚胎发生的方法，将油菜无菌花药与羽衣甘蓝小孢子混合悬浮液共同培养，培养得到的胚状体在初期即可确定是羽衣甘蓝的胚状体，因为羽衣甘蓝小孢子是游离状态的，而油菜小孢子在花药中，因此在再生植株移栽时不需要对小孢子植株群体的油菜植株进行区别鉴定，从而减少了工作量，从而提高羽衣甘蓝顽固基因型小孢子出胚效率。
