名称,摘要
旋耕机链传动变速箱,一种旋耕机链传动变速箱，属于农业机械技术领域，是一种由链条传动的旋耕机变速箱，结构简单、轻便，并且可以方便地调节旋耕机转速，其结构特点是，箱体的上部装有主动链轮轴和输入链轮、主动链轮，箱体的下部装有花键轴和刀轴链轮，箱体的中部安装偏心轴和涨紧轮，与主动链轮轴同轴的中拉杆挂接轴安装在箱体的上部，主动链轮通过链条带动刀轴链轮转动。
一种旋转耕作机用剃堵防护装置,本发明涉及一种旋转耕作机用剃堵防护装置，包括剃堵刀主刀以及甩刀，该旋转耕作机用剃堵防护装置还包括设置在剃堵刀主刀端部并用于连接剃堵刀主刀以及甩刀的整体密封连接结构。本发明提供了一种可有效解决旋转耕作机耕作时耕作轴间堵塞的旋转耕作机用剃堵防护装置。
一种适用于棉花栽培中度重度盐渍化土壤控盐的方法,"本发明公开一种适用于棉花栽培中度重度盐渍化土壤控盐的方法。在棉花播种前，采用牵引开沟,沟要开直，深度一致；将作物秸秆粉碎覆盖在沟中，用土填平沟压实，在进行棉花播种时，按照膜上行距和接行行距，滴灌带铺设在开沟上方，播种后立即进行滴灌，灌溉量为30-40m<sup>3</sup>/亩，棉花生长期内的三叶期到收获期，采用高频滴灌法。本发明通过建立阻盐层，棉花采用干播湿出，将盐分控制在阻隔层下，棉花播种区域内盐分可控制在6g/kg以下，保证棉花出苗；生育期采用高频滴灌方式为棉花生长建立一个盐分淡化区，在0-30cm土层盐分可控制在10g/kg，从而达到解决棉花栽培中度重度盐渍化土壤控盐的技术问题，具有重要的应用价值。"
煤矿采空沉陷稳定区损毁水田的修复方法,本发明公开了一种煤矿采空沉陷稳定区损毁水田的修复方法，包括夯实田坎修复和搅浆沉降田面修复，搅浆沉降田面修复包括以下步骤：翻耕泡田，包括：翻耕和灌水泡田，翻耕和灌水泡田同时进行；水整田，包括：搅浆整田；翻耕泡田和搅浆整田间隔重复进行三次，第一次翻耕结束后，需泡田3-5天，待泡透垡片后进行搅浆整田，第二次及第三次翻耕后马上进行搅浆整田，每次搅浆整田结束后需待水田泥浆澄清后再进行下一次翻耕；本方法弥补了矿区土地复垦技术中对损毁水田修复技术缺乏的空缺，使得西南山地煤矿采空沉陷稳定区大量的损毁水田的修复提供了技术职称，夯实田坎修复技术及搅浆沉降田面修复技术的应用，方法操作简单易行，且耗时短，见效快。
一种机械式气压深松机,一种机械式气压深松机，为了解决现有深松机能耗大、深松效果差的技术问题，采用的技术方案是包括连接于拖拉机后部的车架、固定于车架前部的高压气泵、气压控制系统总成、机电液控制系统总成、液压马达和减速箱。关键是：所述的机械式气压深松机包括间歇机构、高压空气注入装置和滑车止动机构。其中间歇机构包括安装在车架中部的齿轮、固定于车架后部的工字形滑轨、装配在工字形滑轨上的滑车和安装在滑车上的齿条；其中高压空气注入装置包括安装在滑车上的气枪压入装置和气枪；其中滑车止动机构包括安装在滑车上的推杆伸缩机构和抓地支撑装置。该机由拖拉机牵引，通过对耕地土壤深层注入高压空气打破耕地犁底层，实现对耕地的深松。深松效果好、节省能耗。
一种稀土尾砂植被快速恢复的方法,本发明提供一种稀土尾砂植被快速恢复的方法。本发明设计了“T”形蓄水沟、增施保水剂、树盘覆盖等技术增强稀土尾砂蓄水保水能力，以防御季节性干旱；并采用豆科和禾本科植物间作、生物质还田等措施增加地面覆盖、强化稀土尾砂的土壤培肥。能做到植物立苗快、生长旺、成活率高，明显提高了稀土尾砂植被恢复的效果；同时土壤质量得到明显改善，保证了覆盖植物和经济果林树苗的持续健壮生长。本发明的植被成活率高于90％，年干物质产量比单一种植禾本科草类植物的干物质产量增加70％左右，经济果林幼苗的生长速率比常规技术增加约10％。
冲击工具,本发明涉及一种工具本体(1)，其具有用于与例如铁锹头部(3)和短柄斧头部(4)的多种工具头部的任何工具头部接合的联接件。一种包括本体(1)和工具头部(3-10)的工具是锤击动作工具。该工具可以用作叉、铁锹、凿或任意得益于锤击动作的工具。管状的柄(21)和锤部(22)共同作为由使用者向下推直至其碰到接收件(23)的锤部重量，以驱动工具头部。弹簧(24)使锤部(22)和柄(21)向上回复至起始位置以为下次锤击动作做准备。该弹簧还用于针对在头顶上方的工作，例如凿击，将工具头部推出抵靠在工作面上。在锤冲击部(22)与把手(21、27)之间作用的弹簧(25)缓冲对于使用者的手的冲击。柄(21)和锤部(22)在截面为箱形的接收管(32)上一起上下滑动。安全锁定机构具有钩扣(30)，该钩扣被偏压以自动地锁定锤部，除非使用者按压在把手中的触发器。
一种用于酸性煤矸石堆场薄层包衣覆盖生态修复方法,本发明涉及一种用于酸性煤矸石堆场薄层包衣覆盖生态修复方法，其步骤如下：a、配制煤矸石堆场复合改良基质；b、制作基质浆，喷播或人工覆盖薄层包衣基质层；c、植被绿化。本发明有效解决了酸性煤矸石堆场植物难以生长的恶劣立地条件，营造了良好的生长环境；有效抑制煤矸石氧化产酸及多种污染物质的溶出；此外有效资源化利用化工剩余污泥、粉煤灰、磷石膏等工业固体废弃物，节约大量土地资源，美化矿区环境，而且施工工艺简单，可操作性强，效率高，具有较好的环境效益、经济效益和社会效益，适合大面积实施。
灭茬起垄耕整机,本发明是有关于一种灭茬起垄耕整机，其包括：机架、离合器、变速箱、旋转轴、螺旋形刀架、刀片、垄沟梳理器、分土控制板、调节螺栓。其中机架的前端设有与拖拉机连接连接部，离合器和变速箱设置于机架上，变速箱的输入轴通过离合器与拖拉机的动力输出轴连接。旋转轴设置于机架的中部与变速箱的输出轴连接。在旋转轴上并排的设有至少二个交错设置的螺旋形刀架，在螺旋形刀架上沿着其外侧边沿设有多个刀片。垄沟梳理器设置于机架的后端，其尖端朝向机架的中部并位于二个螺旋形刀架之间；在垄沟梳理器的二侧设有分土控制板及调节螺栓。其中螺旋形刀架最下方的刀片向下伸出的长度大于垄沟梳理器的尖端向下伸出的长度。
一种用于绿化基质的污泥堆肥改良方法,本发明涉及一种用于绿化基质的污泥堆肥改良方法，所述方法包括如下步骤：1）种植地处理，将种植地整理平整，清除杂物；2）将污泥堆肥产品按每亩施入量5～15方撒于种植地表面；3）将沸石粉按每亩施入量0.2～3方撒于种植地表面；4）将经由步骤2）和3）播撒的物质，用耙混入种植地土壤表层及表层以下5～30cm的深度；5）在经过步骤4）处理的种植地上，按照每亩200～600条投放量放入环带清晰、反应灵敏的成熟蚯蚓。本发明将现有的污泥堆肥产品与沸石粉、蚯蚓和原土按照一定的比例混合，经过本发明方法改良处理的污泥堆肥能够适用于多种绿化种植，例如：矿山修复、盐碱地改良及沙化土壤改性等。
异形机架双轴双层切削施肥播种复式作业机,本发明公开了农业机械技术领域内的一种轴双层切削施肥播种复式作业机，包括分设于机架左右两侧的第一轴侧传动箱和第二轴侧传动箱，机架两侧分别固定有左侧板和右侧板，第一旋耕刀轴和第二旋耕刀轴平行且可转动地设置在左侧板和右侧板之间，相应刀轴上安装有旋耕刀，第一旋耕刀轴位于第二旋耕刀轴前上方；第一轴侧传动箱最低部高于第二轴侧传动箱最低部；第一轴旋耕刀所耕作区域同时覆盖第二轴旋耕刀所耕作区域及第二轴侧传动箱对应的区域；机架上位于第二旋耕刀轴后方设有施肥箱和播种箱，施肥箱排肥器的出口低于播种箱排种器的出口。该装置结构合理，旋耕效率高，可进行旋耕、施肥、播种等复式化作业，提高了旋耕机的耕作效率。
一种玉米深松深施肥种肥同播机,本发明公开了一种玉米深松深施肥种肥同播机，包括机架12、深松铲16、种箱17、肥箱18、下种器19和下肥器20；其中，深松铲16连接于机架12之上，种箱17和肥箱18分别或共同连接于机架12之上，下肥器20和下种器19按前后顺序依次连接于机架12上，下肥器20比下种器19更深入地面；下种器19包括用于控制播种时机的播种控制系统，所述播种控制系统包括电源30，以及分别与电源30连接的电磁阀31、肥料入土检测器33、速度检测器34和时间调节器35；施肥器20包括施肥控制系统。本发明所提供的一种玉米深松深施肥种肥同播机，在均匀播种的同时，能够实现种肥同位异深播种。
移动式兰科植物栽培土杀菌炒土机,本发明及一种移动式兰科植物栽培土杀菌炒土机，为了解决兰科植物栽培土前期杀菌、去虫卵等问题，包括设有行走轮的机体，其特征是所述的机体上设有炒制箱体，炒制箱体中设有炉胆，炉胆内设有螺旋铰刀装置，炒制箱体的一端设有进料斗，炒制箱体的另一端设有出料口下倾≤5°角的出料部，出料部中设有摆动式均料装置。获得有利于兰科植物栽培的优质基土，并沿栽培陵地自动进行均匀铺洒，大大降低人工劳动强度，处理量大，工作效率高。
一种快速防治设施土壤连作障碍的方法,本发明提供的一种快速防治设施土壤连作障碍的方法，包括设置暗管系统、土壤前处理、高温闷棚和暗管排水、施肥、施加EM复壮液等步骤。该方法以暗管排水为主，高温闷棚为辅，配合施用土壤改良剂和微生物菌剂将设施土壤防治的物理方法、化学方法和生物方法有机结合，能迅速降低设施土壤盐分，有效去除土传病害并改善土壤的理化性质。
一种降低坡耕地面源污染的生物碳改良生态田埂的方法,一种降低坡耕地面源污染的生物碳改良生态田埂的方法，它涉及构建一种可伸缩式基于ADP改性生物碳的生态田埂。本发明的布设方法为，首先在坡耕地坡面垂直方向、每隔预定距离开设一条地埂，该地埂由混合预定比例生物碳的土壤堆砌而成，形成缓冲带。缓冲带上开设预定数量排水口，每个排水口后端挖一个深坑，深坑内放置一个可伸缩式净化装置，由石子带-生物碳带-粘土带三层组合而成，形成过滤带。在靠近坡底处的最后一条过滤带后端开设一个排水渠道，与河道相连，从而形成完整的生态田埂布局。该方法可以提高现有坡耕地对营养物质和水分的利用效率并有效防止地表径流、潜流所引起的泥沙下泻迁移和重金及有机污染物污染的问题。
一种残膜和杂物分离回收机,残膜和杂物分离回收机涉及农用机械设备领域，特别涉及一种残膜和杂物分离回收机；包括动力连接部，振动筛工作部、残膜分离回收部和根茎杂物回收部四部分，含有：残膜回收箱、射流风管、根茎杂物回收管、限深轮、根茎杂物回收箱、残膜回收吸管、振动筛后摇臂多种零件；有益效果：一机运转，多道工序联做，减轻操作人员劳动强度、提高了效率、改善了劳动环境，操作人员避免了不必要的麻烦和危险。
一种围海吹填区植被快速构建方法,本发明涉及一种围海吹填区植被快速构建方法，包括如下步骤：1、暗管排盐：暗管间距为2m-3m；种植草本花卉和地被植物的暗管埋深为70-80cm，种植小灌木和大灌木的暗管埋深为90-105cm，种植浅根乔木和深根乔木暗管埋深为135-150cm，若是不同种类植物组合模式则以所有植物中需求最大深度为准；2、吹填海泥中掺拌海砂、电石渣，并加入园林废弃物碎屑或植物秸秆碎屑或两者的混合物，掺拌均匀；3、掺拌完后，使用咸水、微咸水、淡水进行灌溉脱盐，4、然后播种耐盐牧草或/和盐生植被对土壤进行生物改良，同时每平米施用4-8kg有机肥，最后进行植物种植和管理。本发明解决吹填海泥用作绿化土源问题。
水田管理机,一种水田管理机，包括前车、后车，在前车和后车上装设有行车制动系统，后车通过牵引器铰接在前车中轴线后，组成全驱动运输状态；在全驱动运输状态的前车和后车上装设变距系统、高地隙全驱传动系统、液压控制系统和推杆控制系统，形成高地隙全驱状态。本发明在设计范围内无级调整地隙高度和轮距，特别适合丘陵山区：上下坡和过田埂，山地横向侧坡行驶时，通过液压控制系统可使左右传动腿自动找平，田块作业时可通过电动推杆和传动腿的脱档结构或轮换向结构实现蟹行和原地转向功能。换装拖拉型后车，可进行旋耕、播种、施肥等作业，提高了机器的使用效率。
一种可对土壤进行处理的犁,本发明提供一种可对土壤进行处理的新型犁，包括犁本体、绝缘子、电极，蓄电池装置、电气处理电路、电击输出部分组成，其特征在于：牲口耕的犁所述的电极输出部分一端接犁床，另一端接在固定在犁铲上绝缘子上面的导体上，机耕的犁电极输出两端分别接固定在相邻的犁铲绝缘子上的导体。所述的电气处理电路、电击输出部分的能量均由蓄电池提供，牲口耕的犁蓄电池，电气处理电路，电击输出部分装在犁梢上，机耕的犁蓄电池，电气处理电路，电击输出部分装在驾驶室中。本发明构思新颖独特，实现方案具体实用，可有效消灭土壤中的虫卵和各种病原微生物，减少土壤农药残留物，平衡土壤的酸碱性，恢复土壤活力，适合于大面积耕种时的推广和使用。
一种旋耕器的双向安装装置,本发明公开一种旋耕器的双向安装装置，所述的旋耕器的双向安装装置包含一镖状的片状的安装主体，所述的安装主体的顶部设有一固定通孔，所述的安装主体的底部设有一贯穿的弧形的调节弧槽，所述的安装主体的两翼上分别设有由调节通孔组成的调节通孔阵列。本发明的旋耕器的双向安装装置利用镖状的安装主体的两翼上的调节通孔阵列，使用者可以在两个方向上来安装旋耕器，同时利用安装主体底部的弧形的调节弧槽，使用者可以对旋耕器的工作深度进行调节，大大扩展了现有的旋耕机的适用范围，结构简单，实用性强。
一种秸秆还田残膜捡拾及清理打包作业方法,"本发明涉及一种农用机械化作业方法，尤其是一种秸秆还田残膜捡拾及清理打包作业方法。一种秸秆还田残膜捡拾及清理打包作业方法，包括以下作业步骤：利用秸秆还田机沿与种植行垂直方向,每间隔一段距离秸秆还田作业开出卸膜区，作为残膜捡拾机集中卸膜区域；利用残膜捡拾机与拖拉机配套进行残膜捡拾作业，沿种植行方向行进,将残膜堆放于所述卸膜区；利用残膜捡拾清理打包机沿卸膜区方向，将堆放于卸膜区的残膜收集打包作业。本发明使得秸秆还田、残膜的捡拾与回收打包交叉联合作业成为可能，其方法简单，作业质量高、有效提高了联合作业的工作效率。"
一种土壤条件改良装置,本发明公开了一种土壤条件改良装置，包括中空环形体，绕所述中空环形体的外周设有若干个凸脊元件；每个凸脊元件向外延伸有多个间隔设置的凸峰，其可在凸脊元件于土壤表面上形成凹坑的同时伸入该凹坑内进一步形成小凹孔，该小凹孔可使土壤表面不压实，更有利于保持土壤对水的渗透性。土壤条件改良装置滚过土壤表面时，凸脊元件在土壤表面形成一系列加固的船体形凹坑，而凸峰会在凹坑的底部进一步下压形成一系列锥形小凹孔，避免凸脊元件外缘表面压实土壤。通过该装置可加固土壤却不会压实土壤，在有效防止水土流失的基础上，还可增加土壤表面积，提高土壤温度，增加土壤渗透性，提高水分利用率，促进作物生长量，提高生产收益。
一种改性纳米碳改善土壤基质草坪草再生性的方法,本发明公开了一种改性纳米碳改善土壤基质草坪草再生性的方法，采用高25cm、直径12cm的塑料花盆，将纱布清洗烘干后剪成大小合适的圆形固定花盆底部，每个容器共称重2kg园土基质，园土中分别加入园土基质重量的1-5%改性纳米碳；分别播种高羊茅种子4.5g，实验期间每天定时定量给水，满足植物生长所需，在实验室内进行植物培养，培养期间温度为25-34℃，相对湿度为31%-48%，光照条件为自然入射光，实验历时120d，在实验第60d对高羊茅地上部分进行刈割，留1cm茬，测量一茬草生物量，实验结束时进行二茬草生物量的测量。实验结果表明：5%HNO<sub>3</sub>改性纳米碳可以提高土壤基质高羊茅的再生性。
玉米大垄双行茬地种床清茬整备作业总成,玉米大垄双行茬地种床清茬整备作业总成属于农业机械；在左外、内轴承座总成上支撑配装左驱动轴，清茬左刀盘总成固装在左驱动轴上，在右外、内轴承座总成上支撑配装右驱动轴，清茬右刀盘总成固装在右驱动轴上，所述清茬左、右刀盘总成整体呈前窄后宽锥体状配置，且清茬左、右刀盘总成分别位于大垄垄台上的左、右行玉米根茬上方，万向传动轴将右驱动轴与左驱动轴连接；本总成适应和满足了玉米大垄双行茬地种床清茬整备作业需要，具有结构设计新颖合理、清茬作业效率高、种床整备质量好、动土量少、动力消耗小、适用范围广的特点。
一种提升农田土壤环境容量的方法,结合农田土壤目前的严峻形势，本发明主要提供一种提升农田土壤环境容量的方法，用于增强农田土壤的自净能力，降低农田土壤中的各种污染物（有机物、重金属）对农作物的危害；降低农作物对土壤有害物质的吸收，从而降低了其对人体健康风险的指标。本发明所述方法，适用于各类化工厂、农药厂、电镀厂、化肥厂等污染源周边的农田土壤预防各类污染物的侵蚀，提高农作物产量，提升农作物质量品质。
一种苏打盐碱化旱田快速构建的方法,一种苏打盐碱化旱田快速构建的方法，它涉及一种盐碱地改造方法。本发明的目的是要解决松嫩平原西部地区中重度盐碱地治理改造困难和改造不彻底，现有的改造方法存在成本过高的问题。具体步骤包括：一、修筑灌排沟渠；二、平整土地；三、秸秆填埋；四、施用改良剂和有机肥；五、旋耕起垄；六、种植作物。优点：一、本发明有效的解决了松嫩平原西部地区现有盐碱地土壤盐碱程度重，改造困难和改造不彻底，改造方法成本过高的技术问题；二、本发明改造成本相对低廉，见效快，可操作性强，适宜大范围推广应用；三、改造后土壤pH显著下降，改造后作物出苗率显著提高并可正常生长。本发明可获得一种苏打盐碱化旱田快速构建的方法。
一种悬臂式烤烟耕作设备,本发明公开了一种悬臂式烤烟耕作设备，包括履带式承载车和液压伸缩式的悬臂，悬臂下方装置的导轨前后顺序衔接组成整体式轨道；整体式轨道上装置自行式的耕作机头，耕作机头通过与所述导轨配合的两组自行轮，以柴油机为动力悬挂在导轨上往返运动，带动下方耕作机械完成相应作业。采用该设备进行耕作，机械耕作造成的土地压板现象被减少到最小程度，减小土壤容重、表土分布均匀。翻耕作业均匀，翻耕起垄行距和深度适宜可调；起垄作业垄沟平整，对垄边无挤压削压作用，边角土块利用率高；在耕作成本、工作效率、劳动强度、耕作质量和土壤保护等方面相对于传统机械具备颠覆性的优势。
宽垄双行土豆播种施肥铺管铺膜联合作业机,本发明公开了一种宽垄双行土豆播种施肥铺管铺膜联合作业机，包括机架(3)，机架(3)上设有施肥装置(1)、开沟装置(5)、播种装置(6)和起垄装置(9)，其特征在于：起垄装置(9)后依次设有铺管装置、铺膜装置和覆土装置(10)。与现有技术相比，本发明具有结构简单，集多种操作为一体，降低劳动强度，缩短工作时间，避免重复劳动等特点。
一种石漠化治理及其生态系统恢复的方法,本发明公开了一种石漠化治理及其生态系统恢复的方法，包括石漠化地区水土保持技术，地表植被恢复方法和石生植被人工演替建立技术，其特征在于：先进行石漠化治理的防止水土流失和增加土壤水分涵养的水土保持技术，再进行地表植被恢复和利用石生植被人工演替建立技术进行生态系统恢复，最后形成石漠化治理的人工生物群落生态系统，重建石漠化地区生态环境，恢复土地生产能力并防止水土流失。本方法以多种类植物为主的良性、可持续性状态的生态系统，阳光、热量、空气、水、石头、土壤和植物形成多层次多种类良性、可持续性运转，提高水土资源利用率，达到石漠化治理和生态环境建设的效果，具有较好的经济效益、社会效益和生态效益。
一种碎秸、清秸、施肥、播种、覆秸多功能机组,本发明涉及农业机械中的一种施肥、播种机，一种碎秸、清秸、施肥、播种、覆秸多功能机组，包括自前往后的拖拉机和施肥机、播种机，其特征在于：所述施肥机、播种机为施肥播种一体机；在拖拉机和施肥播种一体机之间，连接由拖拉机动力输出轴(15)为动力的秸秆粉碎清秸机；秸秆粉碎清秸机中水平旋转刀轴(3)上径向配置多根碎秸刀(2)，在碎秸刀(2)的后方是搅龙(5)，输出端配置风机(4)，经管路向后送至施肥播种一体机上方的秸秆抛送口(12)。本发明改变粉碎秸秆时的工作部件碎秸刀受力状况，减少故障，提高了工作效率，降低了作业成本，且施肥播种后可直接被前方粉碎清秸机粉碎的秸秆所覆盖，覆盖效果良好，提高了碎秸、清秸、施肥、播种、覆秸作业水平。
田间护理机和插秧机的两用车架,本发明涉及一种田间护理机和插秧机的两用车架，它由底架和升降架构成，底架与车轮相连，并通过升降机构与所述的升降架相连，所述的底架由左、右侧梁构成，所述的升降架由为侧梁和横梁构成的框式结构，升降架上设有用于切换连接田间护理机构和插秧机构的连接装置。本发明可以分别用于插秧机和田间护理机，且结构简单、使用方便的田间护理机和插秧机的两用车架。
盐碱地改良方法,本发明涉及农业领域，具体为一种盐碱地改良方法。该方法，包括下列步骤：将10-50公斤硫酸铝粉末均匀撒施到土壤表面；将撒施硫酸铝粉末的土壤灌水，并浸泡1-72小时；将用量为硫酸铝用量5%-20%的聚丙烯酰胺配制成质量浓度不超过0.5%的溶液；将配置好的溶液均匀喷施到水层上，并继续浸泡8-24小时；将盐碱地中的水排掉；施用有机肥和生物菌肥。本发明提供的盐碱地改良方法，可以提高土壤溶液中的钠离子、碳酸根和碳酸氢根离子，使土壤溶液pH值下降，硫酸铝增加，土壤颗粒释放出的可溶性盐也增加，明显减少了土壤中的盐类物质。加入高分子聚丙烯酰胺，使土壤凝成豌豆粒大小的较大颗粒，增加土壤的通透性和保水保肥性。
拖拉机中的驾驶室,本发明涉及拖拉机中的驾驶室，所述驾驶室包括：中空部，所述中空部位于所述驾驶室的底表面上；可旋转的中空轴，所述中空轴在中心处与所述中空部形成；被牢固地安装在所述中空轴上的驾驶员座、操作控制装置以及驾驶装置，使得所述驾驶员座、操作控制装置以及驾驶装置根据所述中空轴的旋转而旋转，由此允许驾驶员当在前方作业时通过沿操作方向连同所述驾驶员座一起转动所述操作控制装置和所述驾驶装置而平滑地操作，并且当驾驶所述拖拉机向前或向后时通过允许连同所述驾驶员座一起转动所述操作控制装置和所述驾驶装置而有利于向前或向后驾驶。
中耕机,本发明提供一种中耕机，包括车架、车轴、前轮、后轮、齿棒轮、犁铧和动力装置；其中，所述前轮设置在所述车架前端，所述车轴设置在所述车架后端，所述后轮安装在所述车轴一侧，所述齿棒轮安装在所述车轴另一侧；所述齿棒轮包括轮盘和以相同角度依次设置在所述轮盘侧环面上的N个轮棒；所述犁铧犁刃朝下设置在所述车架上；所述动力装置传动所述后轮和所述齿棒轮；N为不小于3的自然数。该中耕机具有设计科学、能压制出间距相同的种子坑、能耕作高低不平的田地、能适应不同地垄沟的农田、耕种视线好、成本低、使用方便的优点。
一种果园智能化全方位机械除草机,本发明为一种果园智能化全方位机械除草机，主要包括除草装置、检测控制装置、横向调节装置。所述除草装置包括行间除草装置、株间除草装置，主要由机架、动力传动部分、变速器、车轮、除草刀具组成，用于果树行间和株间杂草的清除；所述检测控制装置包括控制器、横向调节检测红外传感器、速度传感器、树干位置检测红外传感器，用于采集株间除草装置的相对位置信息并处理生成控制指令，控制株间除草装置的运动状态；所述横向调节装置包括横向调节液压机构、横向调节液压机构电磁阀，用于控制株间除草装置的横向偏移。本发明通过智能检测控制装置，实现了果树行间和株间杂草的自动清除，解放了劳动力，提高了作业效率。
一种圆盘式开沟埋草一体机,"一种圆盘式开沟埋草一体机，包括：万向传动装置、悬挂系统、机架、齿轮传动箱、开沟部件、埋草机构和覆土机构，所述悬挂系统采用三点后悬挂，悬挂系统主要由悬挂臂、后悬挂臂和悬挂架支撑杆组成，所述开沟部件主要由旋耕刀、主刀盘、切壁刀盘、切壁刀、轴承和轴承座组成本一体机能解决土块散落至沟中致开沟深度变浅影响埋草质量，其开沟深度略深于旋耕深度,达到开沟铲清理沟底的目的，保证沟底平整。本一体机通过链传动传递,通过自身的旋转将开沟后右侧部分的土块输送至秸秆上方或犁沟中，达到秸秆还田、地块平整的目的。本一体机可改变开沟深度，草量大时，开沟深度可以大一些，提高埋草的质量，草量小时，可以减小开沟深度，减小动力消耗。"
一种机械耕作法灭除田间水花生杂草的方法,一种机械耕作法灭除田间水花生杂草的方法，涉及农田除草技术。在夏季，对水花生草害严重的田块进行第一次耕翻，之后在水花生的新芽长到不到3cm时，进行第2次耕翻，将水花生的新芽掩埋入土；第3次、第4次依例操作，如法炮制，可彻底灭除田间的水花生杂草。
利用农作物秸秆防控蔬菜土传病害的方法,本发明涉及一种利用农作物秸秆防控蔬菜土传病害的方法，其特征是：将农作物秸秆施入田间后对土壤进行淹水处理，具体步骤是：土壤温度在20℃以上，将田块中前茬作物残体清除干净，将田块四周用土围起约20厘米高的土垄，把粉碎至10-15厘米长度的农作物秸秆均匀撒施到田间，然后将土壤犁耕18-20厘米深，用灌溉水对田块进行淹水处理5天，淹水期间田间水深保持在土层表面5厘米以上，5天后将土壤旋耕18-20厘米深，继续保持淹水15天，在土壤氧化还原电位降低到0-40mv时结束淹水，待土壤自然晾干后施入化肥，再将土壤旋耕后栽植作物，化肥的施用量为：30-40公斤尿素和20-30公斤磷酸钾肥料。
利用玉米秸秆的汁液防治土壤水蚀的方法,本发明提供一种利用玉米秸秆的汁液防治土壤水蚀的方法，包括以下步骤：提取步骤，从玉米秸秆中提取汁液；施加步骤，将提取好的玉米秸秆的汁液施加于土壤的表面；以及，静置步骤，将施加过汁液的土壤在干燥环境下静置。本发明的技术方案解决了如何提供一种实用、有效的防治土壤水蚀的方法的问题。
种、铲、镗一体玉米施肥播种器,一种种、铲、镗一体玉米施肥播种器，具有一个车架，在车架两侧设有手把，车架上设有汽油发动机，车架后部设有减速箱，车架前部下面设有驱动轴，驱动轴两侧设有车轮，在驱动轴的一侧安装驱动轴链轮，在驱动轴中间通过差速器安装有行走轮，所述手把一侧设有油门控制装置，在车架后部设有离合装置，车架后面设有可拆卸的播种机连接架，播种机连接架上面设有播种机，播种机连接架后部设有压种轮，压种轮轴上设有刮土器，该玉米播种器还设有与播种机连接架底部铧架配装的镗地铧总成、种地铧总成和铲地铧总成。该种、铲、镗一体玉米施肥播种器使用方便，操作简单，拆装容易，成本较低，省时省力，生产效率高，适合各种人群和不同地区种植玉米使用。
一种微型耕耘机,本发明涉及农用耕耘机械，具体地说是一种微型耕耘机。包括左右手扶手柄、发动机、驱动轮、变速箱体、犁铧主架体、犁铧组合体、犁铧调整手柄，所述驱动轮包括左驱动轮和右驱动轮，左驱动轮和右驱动轮上分别设有升降机构，左驱动轮和右驱动轮分别通过与其连接的升降机构来调整与地面的距离。左驱动轮和右驱动轮分别通过独立的传动机构与变速箱体连接。本发明解决了坡路作业时容易翻车造成人员伤害的问题。
一种笼式电动微耕机及其应用,本发明公开了一种笼式电动微耕机，包括机架、机头、动力机构、传动机构和执行机构，其中执行机构对称分布在机头的两端，耕轮轴与外壳的上表面垂直并通过耕轮轴上端定位轴承和耕轮轴下端定位轴承固定于外壳的内部，耕轮轴链轮和耕轮盘同轴连接并固定于耕轮轴上且可自由转动，耕轮轴链轮与传动链轮之间通过传动链条咬合连接，耕轮盘位于外壳的外部，耕轮盘上固定有多个柱形耕轮齿。本发明具有体积小、重量轻、低噪音和无尾气等特点，适用于小地块和室内的翻耕、松土等耕耘作业。
一种根茎粉碎机,本发明公开了一种根茎粉碎机，其特征在于，包括机身、支撑轮、传动轮、动力轮、传动链条、粉碎轮和铲刀；所述动力轮和所述支撑轮分别安装在所述机身的前后两端，所述传动轮安装在所述支撑轮的内侧，并通过所述传动链条与所述动力轮连接；所述粉碎轮与所述传动轮同轴安装，并与之同步旋转，所述铲刀安装在所述动力轮的下方。本发明结构简单，成本低廉且设计的铲刀能够将土壤中的根茎铲断，从而提高了粉碎的效果，也疏松了土壤。
多功能微耕机,一种多功能微耕机，包括动力设备和摩擦离合器，动力设备的输出轴与摩擦离合器的一端连接，摩擦离合器的另一端与第一轴连接，第一轴上安装第一齿轮，第一齿轮与第二齿轮啮合，第二齿轮安装在第二轴上，第二轴上安装第四齿轮，第四齿轮为挂档齿轮，第四齿轮的中部与第一挂档拨叉配合，第四齿轮两侧分别为小齿轮和大齿轮，第四齿轮的小齿轮与第六齿轮配合啮合，第六齿轮安装在第四轴上，第四轴上还安装第五齿轮，第五齿轮与第八齿轮啮合，第八齿轮安装在第五轴上，第八齿轮与第九齿轮啮合，第九齿轮安装在蜗杆上，蜗杆与蜗轮啮合，蜗轮安装在蜗轮轴上，蜗轮轴与传动轴联动，传动轴上安装行走轮。本发明有效消除安全隐患、延长了使用寿命。
