名称,摘要
一种高水分青贮饲料的制作方法及其专用青贮窖,本发明公开了一种高水分饲料青贮制作方法及其专用青贮窖。该高水分饲料青贮窖由地上式青贮窖1和排液池2两部分组成。采用上述青贮窖制作高水分饲料青贮时，可将渗出的青贮液收集在排液池中，青贮液有很高的营养价值，可以用来饲喂家畜，从而避免青贮液对环境的污染，提高了饲料利用率，而且使青贮窖底部青贮饲料不易腐败变质，减少经济损大。该方法适用于含水量较高的饲料原料进行贮藏，如高水分全株玉米、香蕉茎叶以及各种糟渣类饲料。
一种菜籽脱粒机,本发明公开了一种菜籽脱粒机，油菜传送带位于侧板上部，分隔板等部件位于油菜传送带的尾部，分隔板轴水平放置在侧板后部，并且两端均伸出侧板，在曲柄滑块机构这一侧装有传动板，且沿分隔板轴径向方向穿过轴心，分隔板在轴上的排列与传动板同步，分隔板轴的另一侧伸出装有传送主动带轮，传送从动带轮装在传送带轮的轴上，曲柄摇杆机构位于后侧支架上，摇杆和曲柄通过一滑块相连接，曲柄旋转轴与工作电机出轴相连，摇杆顶端装有拨片棒，摇杆中部开有滑动杆槽，侧板上也开有滑动杆槽，滑动杆位于两槽内。本发明的菜籽脱粒机可以对晒干的菜籽进行脱粒，筛选，收集，代替手工加工，减轻劳动量，提高生产效率，在大规模加工中效果尤为显著。
一种收割机风选装置,本发明公开一种收割机风选装置，其特征在于所述风选装置包括空气放大部分、输气管道和气泵；输气管道包括进气软管、快换接头和供气软管；空气放大部分包括放大器罩、放大器支架、空气放大器和导风板；所述空气放大器置于放大器罩内，由放大器支架固定；放大器罩的排风口安装有导风板，放大器罩的进风口为网状或者多孔结构；所述空气放大器的气源孔与进气软管一端连接，正压孔正对导风板；所述进气软管另一端穿过放大器罩侧孔与快换接头的一端配合连接，快换接头的另一端与气泵的供气软管配合连接。
清选系统及使用该清选系统的联合收割机,本发明涉及清选系统及使用该清选系统的联合收割机，清选系统，包括旋风分离筒和轴线沿前后方向延伸的主扬谷器，旋风分离筒与主扬谷器之间连接的扬谷管道上串接有换向扬谷器，换向扬谷器的轴线与主扬谷器的轴线垂直设置，换向扬谷器具有与主扬谷器的出口相对设置的进口和用于将相应谷物朝前或朝后引出的出口，旋风分离筒对应设置于主扬谷器的前方或后方，所述换向扬谷器的出口直接与旋风分离筒的进口连通或通过一段输送方向沿前后方向延伸的扬谷管道与旋风分离筒的进口连通。本发明解决了现有技术中旋风分离筒因位于扬谷器的左侧或右侧而造成整机宽度增加的问题。
脱粒间隙可调的柔性齿脱粒系统,一种脱粒间隙可调的柔性齿脱粒系统，包括装设于机架上的一脱粒滚筒和一凹板筛。该脱粒滚筒位于脱粒室内，且包括固设于滚筒轴上的两间隙调节端板，两间隙调节端板之间设置多根带柔性脱粒钉齿的脱粒齿固定杆；位于脱粒滚筒输入端的滚筒轴上设有呈螺旋状分布的喂入搅龙，一喂入口设置在喂入搅龙对应的滚筒罩壳上，位于脱粒滚筒输出端的滚筒轴上分布设有多块排草板，一出秸口设置在排草板对应的滚筒罩壳上。使用本发明，作物角果在柔性脱粒钉齿上的作用时间延长，瞬间冲击力降低，可降低油菜籽粒破碎率，同时因脱粒滚筒与凹板筛之间的间隙可变，能适应待脱粒物料因物理特性变化的脱粒要求，提高对脱粒物料的适应性。
一种秸秆压扁打包装置,本发明公开一种秸秆压扁打包装置，包括主体，设在所述主体内的压密区，其特征在于：还包括下压装置，所述下压装置包括安装在主体上面的液压杆一，连接在所述液压杆一上作用于压密区的正向压块；活动密封装置，所述活动密封装置包括安装在主体上面的固定块一，安装在所述固定块一上顶部连接有活动密封块的液压杆二；安装在所述固定块一上顶部连接有活动密封块的液压杆二；活动密封门(1)，所述活动密封门包括安装在主体上面的固定块二，安装在所述固定块二上顶部连接有密封门的液压杆三；与现有的打包机相比，本发明具有结构简单和压缩率高的优点，具有广阔的市场前景。
切纵流脱粒分离清选装置,本发明为切纵流脱粒分离清选装置，包括切纵流双滚筒脱粒分离装置、脱出物输送装置、双风道风筛式清选装置、籽粒杂余输送装置、传动系统和机架。切流脱粒分离装置主要包括切流脱粒滚筒、切流凹板和切流顶盖；纵轴流脱粒分离装置主要包括纵轴流脱粒滚筒、锥形导流罩、纵轴流顶盖和纵轴流凹板；脱出物输送装置为切流脱出物抖动板和纵轴流脱出物抖动板；双风道风筛式清选装置包括双风道多叶片轴流风机和双层振动筛；籽粒杂余输送装置包括杂余搅龙、二次杂余出口和籽粒搅龙。本发明可满足喂入量3.5～7kg/s水稻、小麦、油菜、大麦以及豆类等农作物收获要求，作业效率10～20亩/小时，脱粒分离能力强，籽粒损失率，含杂率低。
脱粒滚筒,本发明公开了一种直径可调的脱粒滚筒，它包括分别固定于左右两个端板(1)上的轮毂(2)，左右两个端板(1)之间设有脱粒齿杆(3)，脱粒齿杆(3)上设有击禾齿(11)，各脱粒齿杆(3)的内侧连接有支撑圈(5)，其特征在于端板(1)与脱粒齿杆(3)、支撑圈(5)与脱粒齿杆(3)之间通过可调节连接组件连接，以调节脱粒齿杆(3)绕轮毂(2)轴心滚动的回转半径，本发明可灵活调整直径，使击禾齿与凹板筛的间隙达到合适值，可有效降低脱粒损失。
脱粒装置,本发明提供脱粒装置，其能够防止脱粒滚筒的筒部的变形并维持高的脱粒性能。脱粒滚筒(11)具备：将筒体(61)的前端部支承于脱粒滚筒轴(12)的前部的前部支承构件(13)；将筒体(61)的后端部支承于脱粒滚筒轴(12)的后部的后部支承构件(15)；以及将筒体(61)的前后方向中间部支承于脱粒滚筒轴(12)的中间部支承构件(14)，将该中间部支承构件(14)配置于比筒体(61)中前后方向中央部偏向前侧的部位，由此解决了上述课题。
一种水稻种子的简易存储方法,本发明公开了一种水稻种子的简易存储方法，包括：水稻种子田成熟后10~15d，种子水分达20~24%时，收获；将收获的种子采用自然晾晒、机械干燥、或自然晾晒与机械干燥相结合的方式控制水分不高于18%；采用机械去除瘪粒、枯叶及草籽杂质，采用编织袋包装60kg/袋；种子编织袋堆放在仓库储藏，其中，堆放方式为墙式码垛，堆高5-8m，种子堆的周围留空间，同层每隔3~4个编织袋留通风道，上下两层的通风道错开；常温保存，每月1次对仓库进行排气24h；种子销售时，再次机械烘干至含水量为14.5%。本发明保证了在播种时发芽率不低于90%，有效缓解种子收获季节收获量大与机械烘干能力不足的矛盾，最大可能的降低成本且保证种子的质量，具有很好的实用性。
一种手持式玉米剥粒器,本发明涉及一种可以用于剥玉米粒的玉米剥粒器，属于日常生活领域。旨在辅助人用手剥落玉米粒，在防止人手因剥玉米粒引起疼痛的同时，提高劳动效率。本发明包括基体、手柄、倒钩和斜侧刃，其中基体、手柄、倒钩和斜侧刃均连为一体，并且位于同一平面，其中基体、倒钩和斜侧刃位于手柄的底部。倒钩和斜侧刃的顶尖均为锋利的刀刃。本发明可以一次剥下一排玉米粒，使用时，需要的手劲很小，不伤手，脱粒完整，劳动效率高，并且结构简单，成本很低，便于制造。特别适合在家庭日常生活，或者需要脱粒的玉米数量较少的情况下使用。
储物窖,储物窖，属于建筑构件和施工元件技术领域，由地洞、进气孔洞、出气运输管、窖顶出气孔、窖腔、窖拱形支柱、窖底、储物架、窖底进气孔、进气管组成，窖腔内放置有储物架，顶部的一侧有窖顶出气孔；出气运输管是地窖内的气体排出的通道，同时还是地窖内外界物质借助辘轳相互运输的通道；进气管“S”形，其管径由窖底进气孔向上逐渐加大，下端是直径为3-5厘米的窖底进气孔，上端开口直径为30-50厘米，上端开口在建造时设置为朝向风吹过来的方向。储物窖制作简单，可操作性强，成本低廉，效果明显。
一种花生摘果机,本发明公开了一种花生摘果机，包括：机壳、放置架、电机、摘果转轴、第一转轴、从动轴、输送带、齿轮轴、锥齿轮轴、叶轮、防护罩、摘果铁片、铁圈、铁条，放置架活动设置在机壳前端，电机固设在机壳一侧底部，摘果转轴安装在机壳内，第一转轴安装在机壳后端，从动轴安装在机壳前端，输送带安装在第一转轴和从动轴上，第一转轴安装高度高于从动轴，齿轮轴安装在机壳上，电机通过皮带与摘果转轴连接，摘果转轴通过皮带与第一转轴以及齿轮轴连接，锥齿轮轴安装在机壳上与齿轮轴啮合，叶轮焊接在锥齿轮轴一端，防护罩活动设在机壳上，摘果铁片焊接在防护罩内，摘果转轴上焊接两个铁圈，铁条焊接在两个铁圈的周边上。本发明具有省时省工等优点。
一种北细辛种子的贮藏方法,本发明公开了一种北细辛种子的贮藏方法，包括如下步骤：种子处理：对采收后的北细辛种子进行处理使其含水量为60-65%；混合：将处理后的种子与含水量为60-65%的辅料混合，其中所述辅料为河沙与锯末的混合物；种子贮藏：将种子与辅料的混合物置于能够透气的容器中在4℃下贮藏，贮藏期间维持种子的含水量始终为60-65%。本发明在果实、种子处理和种子贮藏过程中严格控制温度，有效防止了种子劣变，保证了贮藏后的种子活力接近于鲜种子的活力水平；可使北细辛种子贮藏4年以上，贮藏后的种子萌发率高达90%以上；有效地延长了北细辛种子寿命，显著延长了北细辛作为短命种子的存活年限；贮藏种子方法简单，贮藏投入成本较低。
一种用于储存高水分油菜籽的机械通风系统及其通风方法,本发明公开了一种用于储存高水分油菜籽的机械通风系统及其通风方法，本发明通过在粮仓内部设置合适的U型通风网络，并在U型通风网络的支风道上设置竖向通风管，将两组U型通风网络组成一个存储单元，在存储单元之间布置空气除湿机，并限制每个存储单元的存储量及空气途径比，合理设置通风条件与粮堆内粮食水分与粮温之间的关系，达到高水分油菜籽降水、降温、调质的目的；利用本发明的机械通风系统及储存方法，可以在2-4个月内安全储存高水分油菜籽，并使企业储存油菜籽的储存成本降低至15元/吨以内，大大提高了企业的收储能力，避免了农民的损失，具有很好的经济效益和社会效益。
脱粒滚筒,本发明涉及一种在脱粒过程中，使旋转时产生的负荷最小化，进而使脱粒效果最大化的脱粒滚筒(100)。所述脱粒滚筒(100)，包括：轴棒(2)，其两侧设有安装轴部；多个支撑板(3)，其相互间具有预定间隔地设置在所述轴棒(2)上；1次脱粒部，其设置在所述支撑板上，用于进行1次脱粒，从喂入的谷物枝秆分离谷穗及谷粒；2次脱粒部，其设置在所述支撑板上，用于进行2次脱粒，通过击打来分离在所述1次脱粒部未脱净的谷穗和谷粒；排出部，其设置在所述支撑板3上，用于进行3次操作，即排出完成脱粒的枝秆。
恒温干燥种仓,一种储存农作物种子的种仓，包括用于存放农作物种子的仓体(11)和支持所述仓体的支脚(2)，其特征在于：仓体上具有总控制台(4)，除湿机(5)，空调(6)，排风扇(9)，加种口(8)，取种口(10)；其中除湿机、空调和排风扇通过控制线均连接到总控制台；总控制台根据仓体内的温度和湿度通过控制线控制除湿机、空调和排风扇的开关，使仓体内的温度和湿度保持恒定，该种仓不仅能够防虫、防鼠，又能通风、防霉，而且使用方便，结构简单，有利于种子的保存和使用者的操作。
高水分种子保种方法,本发明公开了高水分种子保种方法，该方法包括：将高水分种子机械通风暂储步骤；将种子烘干至安全储藏标准水分的步骤；将所述经过烘干的种子入库安全储藏的步骤。本发明解决了高水分种子收获至烘干这段时间的保存问题，既能保证种子活力，又为烘干工作赢得有效时间。种子生产企业保质保量完成种子收购工作尤其重要，本发明缓解了短时间内抢收和保种矛盾；也不受企业烘干能力不足影响；而且提高恶劣气候条件下应变、抗灾能力，实现多保种、保好种的目标。
联合收割机,本发明的目的是提供即使在谷粒与传感器抵接的抵接期间也能够从谷粒量的检测值中去除干扰的影响的联合收割机。将利用投入口传感器检测到的冲击力与预先设定的阈值（α）进行比较。基于比较结果，决定是否将冲击力包含于计算对象。例如，在冲击力比阈值（α）小的情况下，从应该计算的对象中去除冲击力。由此，尤其在少量的谷粒被输送的情况下（例如，以低速进行割取作业的情况或手动模式的情况下），能够提高谷粒量的计算精度。在谷粒的输送量少的情况下，与谷粒的输送量多的情况相比，干扰对计算出的谷粒量的影响增大。
一种花生摘果装置,本发明公开一种花生摘果装置，其特征是：在秧蔓夹持板的下方设置摘果对辊，呈直立夹持在秧蔓夹持板中的花生秧随秧蔓夹持板的行进导入在所述摘果对辊之间实现摘果。本发明可以有效提高摘果效率，提高摘净率，并减少荚果破损率。
带碎草功能的纵向轴流全喂入联合收割机脱粒装置,一种带碎草功能的纵向轴流全喂入联合收割机脱粒碎草装置，装置的脱粒滚筒为前后两段串联的柱形全开式齿杆滚筒，前段滚筒直径比后段滚筒直径小，且装有2或3块螺旋导流板，后段滚筒齿杆上除焊有脱粒齿、排草齿外，还可安装切草刀。与滚筒相配的凹板为前栅格后钢板两段焊接的组合式凹板，凹板的钢板段可安装与切草刀相配合的U型定刀。经上述改进的本发明，由于在滚筒排草前就增加了动、定切草刀，秸秆在向后做螺旋运动中被多次切碎，即使装置不仅具有脱粒功能外还有强大的碎草功能，由于切草刀是直接安装在齿杆上的，故线速度与脱粒齿相同，远低于传统外挂或下挂式秸秆粉碎装置，大大减少了振动即增加了可靠性。
油菜脱粒机,本发明公开了一种油菜脱粒机，包括机架、驱动系统、以及设于机架内的脱粒系统与清选系统，清选系统布置在脱粒系统下方；脱粒系统包括主轴和脱粒滚筒，主轴安装在机架上，主轴带动脱粒滚筒旋转，清选系统包括抖动滑板、滑板吊杆、振动筛箱、筛箱吊杆、曲轴、接粮板及风机，滑板吊杆及筛箱吊杆均铰接在机架内，抖动滑板的一端通过滑板吊杆吊接在机架上，另一端通过铰链铰接在筛箱吊杆上；振动筛箱的一端通过筛箱吊杆吊接在机架上，且这一端同时与抖动滑板铰接，振动筛箱的另一端与装设于机架上的曲轴连接；振动筛箱的下方设有接粮板，接粮板固定在机架上。本发明采用全喂入轴流式脱粒系统，使脱粒时间加长，脱粒更彻底，减少脱粒损失。
一种玛瑙桂莪术种球长期贮藏的方法,本发明公开一种玛瑙桂莪术种球长期贮藏的方法，其包括以下步骤：(1)<b>种球的处理：</b>采集、清洗和消毒玛瑙桂莪术种球，然后晾干；(2)<b>药剂处理：</b>采用化学药剂对玛瑙桂莪术种球进行浸泡处理，以提高种球在贮藏期间的抗腐烂能力，然后晾干；(3)<b>贮藏：</b>把种球覆盖在干净且疏松湿润的贮藏基质中，在温度7±2℃~29±2℃、湿度为30~50%的冷藏室中贮藏。该方法使玛瑙桂莪术种球的贮藏时间可长达10个月，在贮藏期间种球腐烂率低，以满足花卉周年生产需求，实现迎春栽培。
铁皮石斛种子的保藏装置及其保藏方法,本发明属于种子保藏技术领域，涉及一种铁皮石斛种子的保藏装置及其保藏方法，保藏装置包括储藏盒及安放在储藏盒内的储藏铁皮石斛种子的种子收集瓶，种子收集瓶内收集有铁皮石斛种子，瓶盖盖在瓶口上后，瓶盖与瓶口结合处的外表面设置有透气的封口膜，收集瓶安放架的插孔上安放有种子收集瓶，保藏方法有器具消毒、蒴果消毒、种子的采集、冷藏保存四个步骤，优点是：本发明的保藏装置结构设计合理，保藏方法科学可靠，保藏时间长，成活率高，可满足铁皮石斛常年组培的要求，适用于同类种子的采集及保存。
一种新型组合式收割机切碎装置,本发明涉及收割机领域，具体涉及一种新型组合式收割机切碎装置。包括设置于顶盖后端的碎草搓板、设置于齿架上并与碎草搓板配合的搓齿以及设置于出料口下方的碎草刀组件，碎草刀组件包括设置于机架后端的排料架、设置于排料架上的架盖、位于架盖下的排料腔、设置于排料架上并位于排料腔内的排料滚筒以及设置于排料架和排料滚筒上的定刀和动刀，出料口与排料腔相通，排料架底部为排料口。本发明先利用脱粒滚筒的运动惯性对即将排出去的秸秆或杂草经齿和搓板的搓力进行第一次切碎并分离。再下落送到碎草刀组件通过动刀和定刀的切碎作用进行最后的切碎，然后经排料口排出。本发明结构简单、成本低、安装方便，切碎效果好，缠草率低、切碎效率高。
一种椭圆齿轮行星系搂草机构,本发明提供了一种椭圆齿轮行星系搂草机构，包括齿轮盒、从动支撑板、里侧搂草前爪、外侧搂草前爪、里侧搂草后爪、外侧搂草后爪，齿轮盒内部有位于中间位置、且装在齿轮盒驱动轴上的中心椭圆齿轮，中心椭圆齿轮两侧分别同相位依次啮合一过渡椭圆齿轮和一行星椭圆齿轮，过渡椭圆齿轮与中间轴可转动配合，行星轮轴伸出齿轮盒的一端与从动支撑板连接，外侧搂草前爪、里侧搂草前爪、外侧搂草后爪、里侧搂草后爪分别与固定在行星轮轴上的凸耳连接块。本发明所述搂草机构利用椭圆齿轮传动的非匀速特性生成搂草所需的卵形轨迹，具有围绕回转中心对称的结构，降低了搂草机构运动对机架产生的振动，具有搂草流畅和动力性能优的特点。
一种燕麦仓储装置及方法,本发明涉及一种燕麦仓储装置及方法。所述装置的侧面墙体、顶部及底部均为保温结构；所述保温结构由内向外分为内保温层、中间保温层及外保温层。所述燕麦仓储装置内温度为5~15℃；当燕麦温度高于15℃时，开动通风气流翻转机构，对燕麦粮堆进行通风气流翻转。在夏季气温较高时，启动装置内的降温系统，对麦堆燕麦颗粒进行降温，在秋冬气温较低时，启动装置内的通风装置，利用自然温度空气进行通风气流翻转，及时密闭门窗，保温隔热，使装置内温度维持在5~15℃。通过本发明装置及方法对燕麦进行全包围式低温冷藏，将仓储装置内温度维持在5~15℃，可以保证燕麦保存10年品质基本稳定，活性降低不超过30%。
粮食储存装置,本发明是一种粮食储存装置，包含有大支架（1）、储粮筒（2）、塑料袋（3）和挡板（4）；储粮筒（2）设置为横截面为封闭的曲线形、纵截面为长柱形，储粮筒（2）设置有内腔，储粮筒（2）的一端设置有开口，挡板（4）按与储粮筒（2）滑动联接的方式设置在储粮筒（2）的开口部位，塑料袋（3）设置在储粮筒（2）的内腔中。因此更利于粮食的吊装和搬运。
联合收割机,本发明提供一种联合收割机，本发明的课题是容易一边观察排出螺旋输送器对谷粒的排出状况一边对螺旋输送器离合器操作构件进行操作。在机体后部配置发动机舱（50），在发动机舱（50）的上方且操纵部（40）的后方配置粮箱（60），以与粮箱（60）的后部连通的方式设置了排出螺旋输送器（65），在该联合收割机中，把用来对接通和切断朝排出螺旋输送器65的动力传递的螺旋输送器离合器（420）进行操作的控制杆（441）配置在粮箱（60）的机体外侧的侧面（右侧面（60y））且操纵部（40）的近旁。
一种甘蔗捆绳机,一种甘蔗捆绳机，所述捆绳机的弧形料斗与机架连接，弧形料斗中间与多级液压缸连接，多级液压缸的缸套与机架底部横梁连接；送绳器两端与机架连接；挽绳器与机架连接，挽绳器运行到合适的位置时，下部的转动拉钩正好可以勾住挽绳器芯钩的立柱，挽绳器的套筒通过小马达驱动实现转动挽绳动作；拉绳器穿过机架横梁上的套筒，拉绳器的尾部通过液压缸驱动实现拉绳动作；割绳机构的割刀与机架连接；衔接转架中心轴与机架连接。本发明操作简易，打结可靠迅速，工作效率高，且能够很好的保证操作者的人身安全。
一种秸秆粉碎机试验台,本发明公开了一种秸秆粉碎机试验台，包括有粉碎机支撑台架、驱动电机支撑台架、防护罩和送料台，所述粉碎机支撑台架上可拆卸安装待测试粉碎机，且其外侧设有防护罩，所述防护罩前端设有送料台，所述驱动电机支撑台架上安装有驱动电机和扭矩传感器，所述驱动电机输出轴通过弹性联轴器与扭矩传感器的右端连接，所述扭矩传感器的左端与传感器过载保护轴的弹性联轴器右端相连接，所述传感器过载保护轴的万向节联轴器左端与待测试粉碎机动力轴相连接，所述传感器过载保护轴通过轴承座安装在驱动电机支撑台架上。本发明结构设计简单，用于对与联合收割机配套的粉碎机进行性能实验和安全测试，能保证不同机种的装机同轴度，实验和测试安全可靠。
秸秆切段回收机,本发明涉及一种农用机具，即一种秸秆切段回收机，包括与拖拉机配套的牵引架(1)、机架以及传动装置，其特点是：所说的机架是由上盖板(7)及两侧的侧板(8)围成的外罩(2)，外罩(2)里面前部装有切割器(4)，后方装有抛送器(5)，所述切割器(4)有一支横向安装的切割轴(9)，切割轴(9)上安装多片周围分布多个锯齿的圆盘锯(10)，切割轴(9)一端与传动轮(3)相传动。其有益效果是：可将秸秆切成小段，储存时便于通风干燥，不易霉烂，因而可以在秸秆水分较大的早期与收割同步进行，并且适合在网仓储存设备中储存，为风送散烧炉具提供燃料，达到节煤、环保、充分利用农作物秸秆和增加农民收入的目的。
便于运输的粮食存储装置,本发明公开了一种便于运输的粮食存储装置，包括外框架和置入于外框架之内且固定于外框架之上的软体袋；外框架包括横梁和纵梁；软体袋的顶部设置有用于灌装粮食的灌装口、充气阀门和抽气阀门，软体袋的侧面下部设置有出粮口，外框架的每一个拐角处均设置有标准角件，标准角件上设置有用于吊装的吊孔，外框架的底部的横梁上设置有叉车起运结构，软体袋的外周面上和外框架的内侧面上均设置有魔术贴扣带，外框架的外侧设置有梯子。本发明的便于运输的粮食存储装置，具有便于粮食的运输和存储、减少粮食运输过程中的损失、可层叠垒高存放等优点。
切草机刀辊组件,本发明涉及一种用于对植物茎杆进行剪切粉碎的设备部件，具体是一种切草机刀辊组件。本发明的切草机刀辊组件包括有可旋转的刀辊和安装在刀辊上的飞刀，所述刀辊的圆周上分布有多条纵向的沉刀面，沉刀面与刀辊圆柱体母线成2-4°夹角，飞刀安装在沉刀面上；每个沉刀面上的飞刀由各自独立的两段组成，两段飞刀的刃口直线的径向位置能够各自独立调节。本发明将传统结构中纵贯刀辊的飞刀，分解为两段长度较短的飞刀，通过两段短飞刀的各自独立调节，可以在整个刀辊长度方向上使飞刀与底刀刀口配合的间隙波动范围大大减小，从而获得更佳的剪切效果。
花生摘果机,本发明涉及一种花生摘果机，其属于农业机械技术领域。它解决了现有技术中花生收获过程中需要人工摘果，耗费较多人力和工时、作业效率低的不足，其主要包括机架，所述机架上设有传送装置和摘果装置；所述传送装置包括喂料台和由链轮带动的带有齿的喂料链，所述喂料链通过导轨安装在机架上，所述链轮通过张紧架安装在机架上；所述摘果装置包括两个呈直角夹角设置、对向旋转的刮果器；所述刮果器通过转轴甲安装在机架上，所述转轴甲由发动机提供动力，且转轴甲通过锥齿轮啮合与链轮相连。本发明主要用于花生的果粒收获。
一种用于甜玉米脱粒机的定向供料装置,本发明公开一种用于甜玉米脱粒机的定向供料装置，属农业机械领域。该装置包括进料斗、机架、定向槽、振动槽，振动电机等。进料斗位于机架的左上方，其右下方是通过软管与之相接的振动槽，振动槽的下方是定向槽，振动槽和定向槽均倾斜安装，二者相互对折。振动槽由4组弹簧悬挂在机架上，两个相同型号的振动电机安装在振动槽的端板中间，对其作前后方向的振动。定向槽右段槽底是平板，其左段槽底的前后两侧逐渐卷起，并在定向槽左端收口于槽宽方向的中间，形成出料口。该装置主要适用于给甜玉米脱粒机定向供料，即对甜玉米棒按大头或小头朝前定向供料，也可用于其他两端异径的棒状、杆状产品定向理料或供料。
带有加劲肋的双壁保温筒仓及制作方法,带有加劲肋的双壁的保温粮仓及其制作方法。我国农户存粮约占全国粮食年总产量一半左右，由于储存条件差、设施简陋，缺乏技术指导服务，农户储粮损失比例约8%左右，每年因虫霉鼠雀造成的损失在400亿斤以上。农户迫切需要建设农用粮仓。带有加劲肋的双壁保温筒仓，其组成包括：仓顶|（1），与所述的仓顶连接的仓身（2），所述的仓身包括内壁（3）和外壁（4），所述的内壁上具有加劲肋（5），所述的内壁和外壁之间带有保温层（6）。本产品用作农户储粮仓。
粮库用杀菌灭虫装置及杀菌灭虫的方法,本发明属于粮库用杀菌灭虫装置技术领域，具体地讲涉及粮库用杀菌灭虫装置及杀菌灭虫的方法，其主要技术特征为：包括密封罩体，在所述密封罩体上方设置有带有抽气管道的抽气口，在所述密封罩体下方设置有侧面带有第一排气孔的第一导气管，所述第一导气管通过第一阀门与二氧化碳气源连接，在所述密封罩体下方设置有侧面带有第二排气孔的第二导气管，所述第二导气管通过第二阀门与臭氧气源连接。将抽气管道与粮库的换气设备连接，粮堆中呈负压状态，然后通入二氧化碳使菌类、虫卵、幼虫、成虫处于无氧环境状态，然后排出二氧化碳，输入臭氧，利用臭氧的强氧化作用可迅速杀灭处于病态的所有菌体及虫类，臭氧在自然环境下在一定时间内可自行分解变成氧气，所以对环境、粮食不造成任何污染与残留。
捆扎捆包的捆扎装置及方法,一种用于打包机的捆扎装置，包括用于分配至少两条捆扎膜带（2a、2b）并将膜带同时引导至旋转捆包（6）表面上的机构（4a、4b）。分配机构并行地在捆包表面上放置膜带以形成宽度大于每条单个捆扎膜带宽度H的组合带(16)。
具有倾斜碎屑滑槽的真空碎屑收集箱,一种与从表面移除涂层的牵引车流体连通的真空箱。该真空箱包括与负压源流体连通的真空入口和与牵引车流体连通的碎屑入口，使得碎屑被抽入到真空箱的中空内部中并且被收集在真空箱的中空内部内。水出口提供用于收集在真空箱内的水的排出部。倾斜活底壁被设置在中空内部内，使得碎屑收集在其顶上。在打开形成在真空箱中在倾斜活底壁的下端处的门之后，通过将水从真空箱排出来清空真空箱，使得收集后的碎屑沿着活底壁向下滑动并且滑出门进入到碎屑容器中。
玉米整骨脱粒系统,本发明提供一种玉米整骨脱粒系统，其包括：外壳，包括圆筒状的本体和两端板，本体水平设置，且本体的上部设有玉米穗输入口、下部设有多个用于下泄玉米粒的通孔；位于本体第二端的端板的下部设有玉米轴输出口；主轴，沿着外壳的轴线延伸，并且主轴的两端均延伸出外壳两端的端板；轴承座，设于主轴的两端；皮带轮，固定于主轴的第一端，用于为主轴的旋转提供动力；法兰盘，中心固定于主轴上，并位于外壳中；螺旋轴，为多个，沿着主轴的方向倾斜延伸，并固定于法兰盘上；飞片，呈矩形板状，一端设于螺旋轴上，另一端在主轴旋转时伸展接近外壳的内壁；在主轴旋转时，螺旋轴和飞片扭转击打玉米穗。本发明结构简单、不损伤玉米粒、适用范围广。
棉柴二次粉碎机,本发明提供一种棉柴二次粉碎机，包括上壳、下壳、喂料装置、主轴、风机组件、一次粉碎机构与二次粉碎机构，二次粉碎机构设置在一次粉碎机构的两侧；一次粉碎机构由锤刀组件与底板定刀构成，锤刀组件呈螺旋方式分布在主轴的外壁上，底板定刀安装在下壳内壁表面的中部，锤刀组件与底板定刀相互作用以实现对物料的一次粉碎；二次粉碎机构由锤片组件与定刀组件构成，锤片组件与定刀组件的位置相对应，锤片组件呈圆周方向分布在主轴的外壁上，定刀组件由分别安装在上壳、下壳内壁多排定刀构成，锤片组件与定刀组件相互作用以实现对物料的二次粉碎。本发明能够对棉柴根进行两次粉碎，以使粉碎后棉柴的粒度能满足生物质压块成型的加工要求。
秸秆切割机中的切刀组件,本发明提供了一种秸秆切割机中的切刀组件，属于机械技术领域。它解决了现有的秸秆切割机稳定性差的问题。本秸秆切割机中的切刀组件包括刀架、切刀、配重板和预紧机构，上述刀架的呈长板状且沿水平方向横向设置于机架上部且刀架的下边沿与上边沿之间的连线与机架相垂直，所述刀架的左右两侧均具有用于与导向件相联的连接部，上述的切刀呈长条状且切刀横向的固连在刀架下边沿处，所述的配重板和预紧机构均固连在刀架侧部，所述预紧机构部分伸出刀架且位于切刀下部，当刀架下移时上述的预紧机构能将被切割的秸秆压持。本秸秆切割机中的切刀组件稳定性高。
一种制备脱粒滚筒的设备及其制造方法,本发明涉及一种制备脱粒滚筒的设备及其制造方法，包括滚筒、支座、定位支撑柱、导向齿杆、定位板、调节支座，滚筒为圆柱型，固定支座为矩形，所述定位支撑柱固定设置在支座上，定位板固定设置在所述支座一侧斜上方，所述调节支座设置在定位板下方并固定在支座上，导向齿杆活动设置在定位板上，在所述滚筒的外圆柱表面上均匀错位布置有六组螺旋形脱粒装置，每组脱粒装置由若干个弓齿组成，所述弓齿均匀间隔地固定设置在所述滚筒的外圆柱表面上。在滚筒上均匀错位布置螺旋形脱粒装置，谷物随着滚筒在作旋转运动的同时又作螺旋形运动，可使谷物在脱粒过程中不容易破碎，籽粒破损率低，脱粒质量好，具有结构简单紧凑、制造方法简便，使用寿命长。
