"patent_id","名称","申请号","摘要"
"11884517","可调节播种量的播种机成套设备","CN201410184977.3","本发明涉及一种可调节播种量的播种机成套设备，其包括带有集成顶杆、轴杆、落种滚筒、卡种片的落种组件，轴杆两端设有相对于轴杆中心线呈偏心设置的偏心轴，其中一端的偏心轴穿过落种箱一侧与机架通过调节机构间接固定。其设计要点在于调节机构包括调节板、拨杆，调节板固定于机架，调节板设有与偏心轴配合的轴孔和圆弧分布的锁紧孔，且锁紧孔所在圆弧与所述轴孔为同圆心，所述偏心轴穿过轴孔固定连接拨杆一端，拨杆另一端螺纹连接有随拨杆转动而与所述锁紧孔对齐的调节螺栓，且转动调节螺栓，调节螺栓与所述锁紧孔配合锁紧。通过转动拨杆，带动轴杆偏心转动，从而改变落种滚筒在卡种片处的载种量，播种量调节较为方便，适合于各类播种设备。"
"11884647","一种电动挖坑机","CN201410269675.6","本发明公开了一种电动挖坑机，包括：三角机架，其包括：三个呈三角形分布的竖杆以及若干个把该三个竖杆连接起来的横杆，该三角机架的后侧面设置有车轮及把手，且该三角机架的底部设置有三个支脚；滑动支架，其包括：若干个固定设置于所述三角机架上的导杆；以及一设置有若干个分别套设于所述若干个导杆上的套筒的支座；升降机构，其与所述支座连接以驱动所述滑动支架升降；动力机构，其设置于所述支座上，该动力机构包括：一蓄电池；一通过所述蓄电池供电的电机；以及一与所述电机连接的减速器；以及螺旋钻杆，其与所述减速器连接。本发明结构简单，搬运方便，适用于地形复杂的山林坡地，且其挖坑的稳定性好，劳动强度较低。"
"11884993","一种用于试验田播种后覆土的专用覆土机","CN201410366610.3","一种用于试验田播种后覆土的专用覆土机，它包括车轮、杆件和覆土片状体，在所述车轮所在车轴的两侧分别引出一个竖向的圆杆，且在每一圆杆上分别通过轴套活接一个水平的杆件，在每一杆件中部分别固定一个覆土片状体，两覆土片状体组成前端敞口后端收口的八字状，在所述杆件的外端为便于手持的塑料手柄。两杆件可绕圆杆左右开合一定的角度，当人握住手柄向内外两个方向用力时，带动覆土片状体左右开合一定幅度，从而实现对覆土宽度的控制。本发明结构简单，造价低廉，方便操作，适合在试验田等小型田地使用，用于辅助进行播种后的覆土作业，便于推广，实现了调节覆土宽度及深度以提高覆土效果、降低成本的目的。"
"11890671","一种复方植物源种衣剂及其制备方法","CN201210486338.3","本发明提供了一种复方植物源种衣剂，由以下重量百分比的组分制备完成：活性成分10-15%；分散剂2~7%；抗结剂1~4%；助悬剂1~6%；成膜剂0.1~3%；填料1~5%；防腐剂1~3%；着色剂3~5%；水补足100%。本发明的复方植物源种衣剂是从天然植物中提取得到的，它具有对植物出苗安全性好、对水生生物和土壤有益微生物没有威胁、环境相容性好的优点，具有杀虫杀菌活性，用于瓜类作物良种包衣，可防治瓜类苗期病害，同时可提供有机营养，促进作物生长。"
"11891965","易于更换排种装置的精量穴播器","CN201310072739.9","本发明公开一种易于更换排种装置的精量穴播器，包括排种定鸭嘴、排种动鸭嘴、排种圈、排种盒和定嘴合页母，排种圈上有多个安装孔，排种定鸭嘴、排种盒、定嘴合页母与排种动鸭嘴均具有多组，通过排种圈安装孔安装于排种圈的外表面；排种盒安装于排种圈的内表面，排种定鸭嘴与排种动鸭嘴配合构成种子出口嘴，排种盒用于承装种子；所述定嘴合页母与排种圈采用螺栓连接；排种动鸭嘴利用杠杆原理通过弹簧和铰接与定嘴合页母相连。该穴播器结构设计合理，使得排种装置和排种圈之间为可拆卸连接，能自由装拆，更换维护方便、省工省时，同时也提高了穴播器鸭嘴的排种可靠性。另外，本发明可根据实地情况，方便变换株距，实现节省成本的目的。"
"11895020","一种自动导航果园智能开沟施肥机","CN201310263399.8","本发明为一种自动导航果园智能开沟施肥机，主要包括自动导航装置、行走装置、施肥装置。所述自动导航装置主要由控制器、方向盘伺服电机、方向盘电机驱动器、激光扫描仪、拉线位移传感器、速度传感器组成，主要用于实施自动导航和果树位置的确定；所述行走装置即改装过的拖拉机；所述施肥装置主要由施肥装置变速箱、旋耕刀具、限深轮、开沟器、覆土器、机架、肥料箱、排肥器、施肥装置步进电机、施肥装置电机驱动器等组成，通过激光扫描仪确定的位置信息，控制施肥装置电机驱动器带动施肥装置步进电机实施果园环境下定点定量施肥。本发明能够提高施肥的效率，解放劳动力，从根本上提高肥料的利用率、降低化学肥料对环境的污染。"
"11896232","滚筒式精量播种器","CN201310300544.5","本发明滚筒式精量播种器涉及一种播种机械，特别是涉及一种间隔式定量播种的机械。其目的是为了提供一种不伤种、故障少的滚筒式精量播种器。本发明包括中心轴（1）、轴套（2），轴套能绕中心轴转动，轴套上固定有中心链轮（21）、第一壳体（31）、圆筒形周壁（33）、第二壳体（32）、鸭嘴（4），还包括若干导引部件、种轮组件、固定轮（6）、辊刷轴（71）、辊刷轴链轮（72）和辊刷（73），辊刷轴链轮与中心链轮通过链条连接，固定轮内设种室（61），种室的侧壁下端与辊刷和种轮轮体（51）相贴合，固定轮上还设落种口（62）；种轮组件包括种轮轮体（51），种轮轮体的轮体部（512）外周壁上等间距地设有若干窝眼槽（5121）。"
"11896452","开沟播种施肥装置","CN201310346241.7","一种开沟播种施肥装置，装置中设有至少一个由驱动装置驱动旋转的开沟轮，在开沟轮的后侧设有覆土导槽，用于间歇供料的供种供肥装置的供料管连接到覆土导槽，相应地在覆土导槽的下方设有导管，用以将种和肥引到与开沟轮相对应的位置。本发明实现了一次完成开沟、施肥、排种和覆土的工作，大幅提高了耕作效率。设置的供种供肥装置实现间歇的自动向开沟播种施肥装置供料，即间歇供应肥料和种子。完成连续高质量的耕作，确保播种及施肥的均匀性、连续性。设置的驱动装置结构紧凑，非常适用于山林坡地等大型设备不易通过的地形，尤其是正反转驱动开沟轮结构，可以辅助爬坡，进一步增强了本发明设备的适用性。"
"11898828","精量灌溉施肥系统","CN201310552907.4","本发明公开了一种精量灌溉施肥系统。所述系统包括若干个比例施肥泵、若干个原液罐、pH计、EC计和混合罐；若干个比例施肥泵依次连通，且每个比例施肥泵分别与原液罐相连通；位于末端的比例施肥泵的出口与混合罐相连通，在该连通的管路上设置pH计和EC计；混合罐的底部设有液体出口，液体出口与水泵相连通。本发明可以根据需要灵活增加或减少原液罐的数量，只需要添加相应数量的比例施肥泵即可，进而可以根据需要将肥料原料分别放在不同的原液罐中，从而实现对各种营养元素分别进行精量控制。在一定的流量范围内，本发明中比例施肥泵的吸肥流量仅与经过比例施肥泵的水流量成正比，不受原液罐的水位高低影响。避免了文丘里装置在原液罐水位差较大时吸肥量不准的问题。"
"11899111","一种施肥机搅拌装置","CN201310517655.1","本发明公开了一种施肥机搅拌装置，包括料斗（1），还包括搅拌轴（2），搅拌轴（2）一端从料斗（1）下部伸入料斗（1）内并能在料斗（1）内转动，搅拌轴（2）伸入料斗（1）的部分上设有搅拌臂（21），搅拌轴（2）另一端设有挡板（23），施肥机架体上还设有可转动的传动轴（3），传动轴（3）上设有与挡板（23）相适配的拨臂（31），在传动轴（3）转动时能带动拨臂（31）拨动挡板（23），搅拌轴（2）上还设有回位机构，搅拌轴（2）在料斗（1）出口处对肥料进行搅拌，有效地防止阻塞。"
"11899580","摆动式播种装置","CN201310555698.9","本发明公开了一种摆动式播种装置，包括安装箱体、设置在所述安装箱体上的存种料箱及安装在所述安装箱体上的主动轴，所述存种料箱内设有将所述存种料箱分成放料箱和分料腔的分隔板，所述分隔板设有进种口，所述分料腔设有和所述进种口位置相应的出种口及设有播种孔的播种盘，所述播种盘和所述主动轴之间设有带动所述播种盘进行摆动的摆动装置。本发明的摆动装置，结构简单、价格低廉，播种效率低，播种的时候不卡种，播种速度快。"
"11901011","一种立柱栽培的无碰撞自动移栽苗序与路径确定方法","CN201310700043.6","本发明公开了一种立柱栽培的无碰撞自动移栽苗序与路径确定方法，涉及农业装备领域。移栽作业中，当输送路径不经过或经过其他秧苗时分别取最短升降路径或增加安全提升高度以避免碰撞。当植苗顶点高于取苗顶点时输送路径取两点间直线，当植苗顶点低于取苗顶点时则在穴盘边缘安全距离外增加一中间点，以折线路径为输送路径。由矩形穴盘靠栽培立柱的下右端开始同向逐行或逐列取苗，沿栽培立柱自下至上顺序栽植时，达到移栽作业的累计路径最短。通过让苗与非让苗植苗位升降路径、直线与折线输送路径的区分和取苗与栽植苗序的优化，实现无碰撞的高效立柱自动移栽，有效提高移栽作业效率。本发明可应用于立柱栽培的高效自动移栽作业。"
"11902103","一种芦笋籽芽菜生产方法","CN201310708393.7","本发明涉及一种芦笋籽芽菜生产方法，属于芦笋栽培领域；该方法包括以下操作步骤：①将挑选的芦笋种子清洗处理后进行浸种，25～30℃温水浸泡36～48h，每天换水2～3次；②浸种好的种子洗净后用湿纱布包住，置于25～30℃环境下催芽，每天清水冲洗1～2次；③将已催芽露白的种子播入苗盘沙基质中，进行保温（25～30℃）、保湿（湿度50～75%）暗室培养7～10d；④待苗长到约10cm时，移入用遮光50～75％的遮阳网覆盖的大棚内生长2～3d，使芽菜绿化；⑤当苗高15cm左右，茎尖刚散开，茎叶变绿，未纤维化时采收，从芦笋苗基部剪下，洗净后扎把或装袋上市；本发明方法简单，成本低，产量高，芽苗菜口感好，洁净无污染，营养价值高，具有良好的市场前景。"
"11902104","一种铁皮石斛蒴果的消毒灭菌方法","CN201410010029.8","本发明涉及一种铁皮石斛蒴果的消毒灭菌方法，属于生物技术领域。该方法包括以下步骤：a、挑选蒴果：挑选健康饱满的铁皮石斛蒴果，切除花托和花瓣残留；b、清洗消毒：将挑选好的蒴果用洗涤液清洗干净后，晾干至蒴果表面无水，再用重量百分比为75%的酒精浸泡，擦干，备用；c、在播种前4小时，将上述备用的蒴果置入密闭容器中，按8～12g/m<sup>3</sup>的量，取质量浓度为2%的二氯异氰尿酸钠气雾剂点燃后置入所述密闭容器中进行灭菌，即可。本发明的有益效果是：消毒灭菌好，不会损害人体健康，且还能促进石斛种子提取萌发。"
"11903594","一种林木种子无菌播种育苗方法","CN201410122917.9","本发明公开了一种林木种子无菌播种育苗方法，属于林木栽培技术领域，该方法包括：(1)秋季及时采集成熟的果实，经调制后，即为种子；(2)种子消毒；(3)种子催芽；(4)无菌播种。本发明是将林木种子经播种前处理后，播种于无菌材料上，使林木种子出苗率达到90％以上。"
"11903595","大田农作物钵苗弹性夹取苗装置","CN201410130979.4","本发明大田农作物钵苗弹性夹取苗装置，由钵苗成行分苗尖、弹性夹苗及苗盘分离装置构成。在钵苗移栽机械送苗传送带[1]后部上方设置钵苗成行分苗尖装置[2]，由多个三角形分苗尖[3]组成，对正育秧盘[4]上行与行之间的间隔区，逐步将钵苗分成单行。弹性夹苗装置，在钵苗行分苗尖装置[2]内，设置弹性夹取苗及苗盘分离装置，即每个分苗尖[3]的两边分别设置一个反转弹性压苗同步带[5]，与送苗传送带[1]同步运行，逐渐压紧钵苗中下部；苗盘分离装置，在送苗传送带[1]尾部、在分苗尖装置下方设置斜坡式苗盘分离片[6]，分离钵苗与育苗盘。弹性压苗同步带[5]压紧钵苗后，运行至与育苗盘完全分离后，依次松开各行钵苗，空育苗盘落入下方机舱内自动码放。"
"11903819","作物移栽机","CN201410118393.6","本发明涉及一种作物移栽机，包括主架、安装架、主轴、地轮机构、移栽机构、苗盘、吊杯、仿形机构、覆土机构，所述的安装架通过仿形机构安装在主架上，在该焊合主架的后端和中部分别安装有覆土机构和移栽机构，所述的主轴安装在主架前方下侧，所述苗盘通过苗盘支架安装在主架的上部，并沿移栽机前进方向对称安装；所述的吊杯通过吊杯臂安装在移栽机构上；所述的地轮机构安装在主架上，所述的地轮机构通过传动机构驱动移栽机构。本发明的优点是：可以使左右安装盘错开一定角度安装，达到间隙播种，且结构简单操作容易；整个机器机构简单易操作，易调整，安全可靠，坚固耐用。"
"11905218","一种立式棉种磨光机","CN201410232326.7","本发明公开了一种立式棉种磨光机，包括磨光机壳体、所述壳体上部具有进料斗、下部具有出料口和杂质排出管，还包括：第一刷辊、第二刷辊和第三刷辊，第一刷辊、第二刷辊和第三刷辊由上至下、且辊轴水平的安装在所述磨光机壳体内；驱动电机，驱动第一刷辊、第二刷辊和第三刷辊转动；筛筒，包围在刷辊外部，设有上口和下口；筛筒与磨光机壳体之间形成除杂腔；杂质排出管与除杂腔连通；出料口设置在筛筒的下口处。本发明的立式磨光机中刷辊是横置结构，解决了棉籽易堆积，摩擦产生的高温，破碎率高，残绒去除不干净等问题。"
"11905429","檀香育苗的催芽方法","CN201410215763.8","一种檀香育苗的催芽方法，包括以下步骤：取檀香种子，用清水浸泡，待种子充分湿润后浸泡于0.1％的赤霉素溶液中24h；用复合微生态制剂100倍清水稀释液浸泡12h，捞去飘浮的种子；将经过处理所得的檀香种子播种在温室沙床上，播种前喷洒0.05％的多菌灵溶液，播种深度为2cm，淋水保湿，保持温室温度20-30℃、湿度60-65％；3天后每隔7天喷洒一次复合微生态制剂的100倍清水稀释液，直至檀香种子发芽露出沙床2cm完成催芽，取出檀香芽苗至营养钵中进行培育。本发明的有益效果在于：檀香种子经处理后可有效地打破休眠期，具有出芽率高、出芽快、出芽整齐、芽苗健壮的优点，成本低，无特殊设备要求，适宜推广应用。"
"11905563","一种冷等离子体处理的小麦育种方法","CN201410230458.6","本发明公开了一种冷等离子体处理的小麦育种方法。本发明公开的一种获得种子发芽能力提高和/或株高降低和/或根长增长和/或生物产量增加和/或分蘖能力提高和/或产籽能力提高的小麦的方法，是将待处理小麦原材料进行冷等离子体处理。本发明公开的一种冷等离子体处理的小麦育种方法突破了传统育种低水平重复、同质化严重和转基因育种潜在危险，以及太空育种经济投入巨大的缺点，可以缩短育种周期，在育种方法和手段上具有先进性。"
"11905735","一种排种器种箱连接装置","CN201410294548.1","本发明公开了一种排种器种箱连接装置，包括筒体以及至少两块种子导向板，种子导向板上下设置在筒体内壁上，相邻两种子导向板相对设置，位于上方的种子导向板向下倾斜朝向位于下方与其相对的种子导向板。本发明通过在筒体内交错设置多个种子导向板使种子流向呈“之”字形迂回流动，种子通过本发明到达充种室过程中受到种子导向板的作用，使种子不能直接到达充种室，通过几次种子导向板作用来进行分层，使到达充种室的种子呈现一层的状态达到分层的作用。"
"11905910","一种红皮洋葱种子催芽方法","CN201410207628.9","本发明提供了一种红皮洋葱种子催芽方法，包括选种、浸种剂浸种、冰箱变温藏种，稀土拌种，最后催芽。本发明的催芽方法，对种子杀菌、消毒的同时，同时促进了营养的吸收。"
"11906300","一种两轮驱动电动准直蔬菜播种机","CN201410285066.X","本发明涉及一种两轮驱动电动准直蔬菜播种机，该播种机包括激光接收器、激光接收器对中装置、动力电池、播种器、播种机车架、控制器、把手、镇压轮、覆土板、开沟器、电机驱动轮、抓地轮。其特征在于：激光接收器对中装置安装在驱动轮上方的播种机车架中间，步进电机作为动力源带动丝杠转动，激光接收器通过两个螺母与丝杠相连，螺母安装在激光接收器下方的螺母导向槽里，所述的电机驱动轮有两个，分别安装在播种机前方的左右两侧，独立驱动，所述的抓地轮通过螺栓安装固定在电机驱动轮外侧。该蔬菜播种机体积小，操作方便，自动化程度高，能够实现蔬菜播种机自动走直，为设施农业和精准农业提供了节能、环保、高效的设备。"
"11906523","一种移栽机自动取苗装置","CN201410373988.6","一种移栽机自动取苗装置，包括凸轮机构、与凸轮机构啮合的顶针支撑件以及安装在顶针支撑件上的若干伞状顶针取苗机构，用凸轮传动带动伞状顶针取苗机构作往复直线运动，从而使伞状顶针取苗机构上的连杆机构实现闭合、打开的运动，在顶针向前运动的同时，顶针上端连杆机构打开成一伞状平面结构，顶端连杆上覆有伞状柔性材料，可有效增加受力面积，可有效将穴盘苗中的幼苗从苗盘上取出，其结构简单、易于加工、作业效率高，能够实现自动有序取苗。"
"11906659","一种移栽机地面仿形机构","CN201410331582.1","本发明公开了一种移栽机地面仿形机构，采用仿形轮感应地面变化，通过一系列的杆件联动操纵方向阀阀芯的运动，液压缸伸缩控制升降机构，调节底盘离地间隙。本发明采用连杆机构，结构简单，适用性强，连接液压升降机构能保证栽植深度的均匀性，提高栽植质量，较好地实现田间移栽要求。"
"11907226","一种偏心式播种机构","CN201410440943.6","本发明提供了一种偏心式播种机构，分离装置包括筛选种子的筛选装置；筛选装置下方设置有至少一个暂存装置；暂存装置下方设置有下漏装置；筛选装置的地部中心位置开设筛选孔，暂存装置底部上偏离中心位置处开设有偏心孔，下漏装置的底部靠近边缘处开设有种子出口；格式下落装置设置在分离装置的前方，格式下落装置包括格式下落盘，格式下落盘设置在种子出口的前下方。本发明提供了结构简单，且不稳定可靠不会因为老化而影响效果的一种偏心式播种机构。"
"11907295","一种人力背式多穴播种器","CN201410473809.6","一种人力背式多穴播种器包括进种机构、点播机构，进种机构通过输送管与点播机构连通；所述点播机构包括固定管、顶杆，固定管内部有中空腔，固定管一端设有多个回土板，顶杆从固定管另一端穿入、并从设有回土板端穿出，外力作用下顶杆能相对固定管运动，多个回土板向固定管中心线倾斜，输送管一端接入固定管内部的中空腔。本发明的优点在于，能适用于山区和于平原，对田地的平整度、精细度、土壤成分、含水量要求较不高，可以使播种的深度一致。"
"11907372","一种提高福禄考种子育苗成活率的方法","CN201410466002.X","本发明公开了一种提高福禄考种子育苗成活率的方法，主要包括采集种子、种子预处理的步骤，本发明综合利用生长调节剂以及合理利用光照等打破种子休眠的技术，特别是经过含有千里光浸提液和生长调节剂、水杨酸的浸泡后，极大提高了福禄考种子的萌发成活率，使得利用本发明得到的福禄考的种子实生苗根系发达，而且长势好，速度快，成活率高。"
"11907384","高速精准播种机及控制方法","CN201410517180.0","一种播种速度快，播种精准，播种率高的高速精准智能播种机及控制方法，机箱一侧设有电机和减速箱，减速箱输出轴上安装有播种盘，播种盘位于机箱的播种仓内，在播种仓外端口安装有端盖，端盖上设有与播种仓相通的进料通道，播种盘边缘沿周向均匀嵌设并铰接有多个可自动复位的弹性指夹，在弹性指夹上靠近播种盘外缘镶装有永磁体，机箱的播种仓内对应弹性指夹内侧面固设有半圆弧形顶块，所述半圆弧形顶块的内侧面对应弹性指夹的旋入端设有凸起，半圆弧形顶块的内侧面对应凸起的前面为斜面，且半圆弧形顶块位于播种仓下半部，在机箱上对应半圆弧形顶块的弹性指夹旋入端位置镶装有霍尔器件，霍尔器件具有二个检测点即第一检测点和第二检测点。"
"11907385","曲柄滑块顶出式单粒精密排种器","CN201410469589.X","本发明属于农业机械技术领域，特别涉及一种曲柄滑块顶出式单粒精密排种器，包括：加种口(1)、排种刷(2)、投种口(4)、间歇滑块机构(5)、曲柄机构(6)、驱动链轮(7)、链条(8)、柔性导流护种板(10)、柔性疏种板(11)、排种刷链轮(12)和出种口(15)，本发明利用曲柄滑块机构原理采用在滑槽上设置圆弧滑槽的方式设计了一种能够通过控制顶柱间歇运动实现种子及时排出功能的曲柄滑块顶出式单粒精密排种器，种子在顶柱的往复间歇运动下实现种槽的单粒充种和清种过程，省去清种装置，降低种子损伤，通过种槽的形状设计可适应多种种子的排种作业，具有单粒率高、损伤小、结构简单、使用方便、稳定高效、适应性强等特点。"
"11907559","一种生物丛枝泡囊菌根导入稻种胚胎的催芽方法","CN201410500987.3","一种生物丛枝泡囊菌根导入稻种胚胎的催芽方法，具体步骤包括晒种、选种、浸种、催芽、消毒灭菌、炼芽。本发明方法与传统催芽方式相比，本发明中水稻种子经导入生物丛枝泡囊菌根催芽，再用恶霉灵消毒灭菌，破胸快，出芽整齐健壮，抗病力强、生长迅速，分蘖早，播种时每亩用种量减少1/4，节约种子成本20-50元；用工减少一半，催芽全过程只需30－40小时；科技含量高、生产成本低廉，催芽设备操作简便，适合规模化、工厂化集中催芽，有利于水稻产量和品质提高。"
"11907766","一种手推式播种器的下籽装置","CN201410691823.3","一种手推式播种器的下籽装置，种箱置于外壳内与外壳转动连接，种箱的底部装有下籽装置，下籽装置的壳体内设有取籽轮，取籽轮的两铰接端点分别是第一铰接端点和第二铰接端点，取籽轮的一端设有摆臂，取籽轮内有第一挡片，第一挡片上有漏籽口，所述的取籽轮上有取籽口，取籽轮下有下籽口，下籽口与漏籽口相互连通，取籽轮的下端面盖有第二挡片，当取籽轮位于第一铰接端点时，取籽轮的取籽口与种箱内部连通、取籽轮的下籽口与外壳上对应的鸭嘴入口连通，当取籽轮位于第二铰接端点时，取籽轮的取籽口与漏籽口连通，取籽轮的下籽口与第二挡片相对，外壳侧面装有拨杆，使用本技术下籽装置的手推式播种器，能够播种小颗粒的种籽，使用可靠。"
"11908912","粒状物的分配装置","CN201180015146.8","提供一种粒状物的分配装置，适用于各种大小及形状的粒状物而无论是每次一粒地以及每次多粒地都能够实现高速且高精度的分配。具有令驱动轴旋转的旋转机构、供给侧框体、在外周部具有以给定量收纳被供给至供给侧框体内的粒状物的保持座的分配板、在外周部与保持座的位置对应地具有收纳粒状物的凹部的排出板、配置于分配板和排出板之间而在上部形成从分配板向排出板递送粒状物的递送孔的递送板、和覆盖排出板的外周且在下端部具有将收纳于凹部的粒状物排出的排出口的排出侧框体，分配板以及排出板都以驱动轴为中心向相同方向且以相同速度旋转。"
"11909655","一种花生起垄覆膜播种机用压沟装置","CN201310062400.0","本发明涉及花生起垄覆膜播种机中覆膜装置的压沟部件改良结构。一种花生起垄覆膜播种机用压沟装置，竖直的调节螺杆(1)底部配置压沟轮(8)，压沟轮(8)的上部旋入预紧调节螺母(7)，继而插入预紧弹簧(6)的内圈，再往上插入固定架(5)的直管筒，上方旋紧定位调节螺母(2)；所述调节螺杆(1)的底部连接呈冂字的轮架，轮架向下伸出的两坚杆上横穿轮轴，在轮轴上配置压沟轮(8)；在所述固定架(5)的直管筒壁水平配置锁紧螺钉(4)，在调节螺杆(1)开设垂直的定位槽(1a)，锁紧螺钉(4)伸入直管筒壁内的部分，嵌入定位槽(1a)。本技术方案采用弹簧预紧，使压沟轮具有仿形功能，能随着地面起伏，保证压沟效果，保证花生覆膜播种技术有效地推广应用。"
"11910967","移动式一次成型秧盘联合育秧播种机","CN201310364819.1","本发明公开了一种移动式一次成型秧盘联合育秧播种机，包括育秧机体，箱体内通过隔板将其分为覆土箱、播种箱和盖土箱，覆土箱、播种箱和盖土箱的底部均设有出料口，出料口处设有覆土轮、播种轮和盖土轮，并通过农膜轮、打孔轮、咬合轮和两个履带轮的有机配合来完成整个工作。本发明能够极大的降低生产成本，包括材料和人工，可直接在秧畦上机械直接作业，做出机械化插秧所需的标准秧盘，不需要进行人工软盘套硬盘，也不需要人工进行搬运，一次成型，大大的减少了整个流程的时间，提高了工作效率。"
"11911752","勺轮式株距可调的穴播器","CN201310226250.2","勺轮式株距可调的穴播器，包括由可调株距的内置式排种器、二次投种的穴播器装置、投种相位角的调整部分，三个主要部分组成，在地膜上播种滚动，通过轴带动在分种器座上阵列的种勺旋转，在透明罩内的种子堆中，种勺舀上数粒种子，随着种勺向上的转动，多余的种子靠自重下滑，剩下种勺中的一粒种子通过隔板的开口处，被带到分种器组件内，分种器组件与种勺同步旋转，当分种器组件内的种子被送到最下方的一次投种接口时，落入在二次接种导槽内，再转过270°角以后落入在二次投种的穴播器装置的鸭嘴内进行临时存储，继续转到鸭嘴入土时，种子随之精确稳定的安放到种床上，达到完成精量穴播过程。"
"11912467","气力式蔬菜精量遥控播种机","CN201410038876.5","本发明公开了一种气力式蔬菜精量遥控播种机，包括底盘、设有汽油机皮带轮的汽油机、设在底盘上的播种机挂接架、两侧均设有地轮平叉的播种机架、两端设有地轮的地轮轴、设有多个开沟器的开沟器支撑梁以及一端安装在开沟器上的导种管等；本发明采用正负气压组合的排种原理，能实现精量播种，减少种子投入成本，生产率高，节约种子，播种过程中不损伤种子，大幅度减少后续间苗、定苗等田间管理工作。"
"11912526","一种仿生紧凑型窄肥沟宽种带开沟器","CN201410075443.7","本发明涉及一种仿生紧凑型窄肥沟宽种带开沟器，属于农业机械领域。包括输肥管、输种管、布种盒、窄肥沟铲翼、宽种带铲翼、过度铲翼、剑式前刃口、散射板和挡种板等。可用于免耕播种机和宽种带播种机等采用旋耕形式耕作和防堵、开沟等作业情况，也可适用于普通免耕播种机直接在已耕地或未耕地破茬开沟作业的情况。输肥管和输种管通过连接板焊接成一体，输种管又与布种盒焊合成一体，输肥管前下端镶嵌有剑式前刃口，布种盒两侧设置了宽种带铲翼，输肥管、肥沟铲翼和宽种带铲翼及过度铲翼的前面镶嵌了剑式前刃口一体，布种盒底面上设置了散射板和挡种板。实现了等深精确播种，种肥分施，保证了播种质量和施肥质量，为提高作物产量奠定了基础。"
"11912579","蔬菜杯苗移栽机自动取投苗机构","CN201410080456.3","本发明公开了蔬菜杯苗移栽机自动取投苗机构，机构由取苗投苗机构、中间旋转链斗机构、栽植机构组成。杯苗由托盘上直接倒至放苗面板上后推入8条导槽，取苗投苗机构采用一排8只取苗投苗斗一次取杯苗8株，取苗投苗斗所取8株杯苗投入一条中间旋转链斗，中间旋转链斗再将杯苗逐个分别投入栽植机构的左右两栽苗机构。两次取投苗工作间隔较长时间，操作人员有充分的操作时间进行换盘、送苗作业，不会产生漏苗现象，可保证不间断自动移栽的实现，可极大地提高蔬菜秧苗移栽的工作效率。"
"11913186","红壤旱地花生木薯萝卜优化种植模式下的猪粪与化肥配施方法","CN201410079591.6","红壤旱地花生木薯萝卜优化种植模式下的猪粪与化肥配施方法，在花生播种和木薯扦插前将腐熟的猪粪全部作为基肥施入花生和木薯沟中，在沟中与土均匀混合后再覆盖一层土壤；在花生播种和木薯扦插的前一天，将化肥作为基肥与土混匀后均匀施入花生和木薯行沟中，再用土覆盖；在花生收获后，将尿素、钾肥作为追肥施入木薯行中；在花生收获后，在花生行中播种萝卜，一次性施入尿素，钙镁磷肥和氯化钾作为基肥，用土覆盖，完成肥料配施。本发明通过选择合适的有机肥源，确定了有机无机肥合理比例及氮、磷、钾肥的配比与用量，维持和提高了旱地土壤肥力，有效地提高了花生、木薯和萝卜的产量和品质，大大提高了红壤旱地生产的经济和环境效益。"
"11913506","摆动式撒肥机","CN201410312739.6","本发明为一种摆动式撒肥机，包括支架、肥箱、承料斗、传动装置和排料筒，所述肥箱安装于所述支架上部，所述传动装置安装于所述支架下部，所述传动装置具有可绕水平轴转动的飞轮、可绕垂直轴摆动的摆动台以及连接所述飞轮和摆动台的叉子，所述承料斗固定于所述摆动台上方并紧靠所述肥箱下口，所述排料筒固定于所述摆动台后方并与所述承料斗内部互通。本发明通过将水平轴的转动转化为垂直轴的摆动，实现了与拖拉机动力输出轴的配合，达到了通过摆动方式撒肥的目的。"
"11913507","撒肥机传动装置","CN201410312737.7","本发明为一种撒肥机传动装置，包括基座、飞轮、叉子、旋转支柱、转动盘和轴杆；所述基座前部凸设一轴承套，所述旋转支柱固定于所述基座上方；所述飞轮为一个前细后粗的侧立旋转体，其前部通过轴承部件穿设于所述轴承套内，其后部用于固定叉子；所述叉子前部可旋转的固定于所述飞轮上，后部可旋转的固定于所述转动盘上；所述旋转支柱具有一收容轴承的中空腔体，所述轴杆通过轴承部件竖直穿设于所述旋转支柱内；所述转动盘套接于所述轴杆外且位于所述旋转支柱上方。本发明通过飞轮、叉子和转动盘的配合实现了将绕水平轴的转动动作转换为绕竖直轴的摆动动作。"
"11913817","掌上播种器","CN201410451273.8","掌上播种器由储种箱（1）,漏斗（2）和控制装置构成；其特征是：储种箱是封闭的盒体，上面有装种口（11）,底部边缘有排种孔(12)，排种孔的形状和大小与种籽匹配;控制装置由握柄(31)、压簧（34）、扣手（32）、转轴（33）、拉簧（35）、止动块（36）、活动块（37）、种门（38）、清种钩（39）构成；握柄、止动块固连在漏斗上，扣手固连在储种箱上，转轴中间与储种箱固连，两端与漏斗铰连，压簧两端分别与握柄和扣手固连，拉簧两端分别与储种箱和活动块固连，活动块、清种钩与种门固连，铰接在储种箱上；种门紧贴排种孔底部并将底部封住，清种钩呈倒“L”形，从储种箱外紧贴排种孔边缘插入排种孔中。这种播种器播种过程中没有摩擦，从而不会产生静电，不伤种，可靠性好，特别适合播轻小种子。"
